OBJECTID,GU_NAM,F_SHIM,F_DISA_NM,F_AVR_HGT,F_AREA,ADM_CD,F_SAT_YMD,F_END_YMD,F_SAT_TM,F_END_TM,F_RSN_DTL,F_ZONE_NM,INV_YR,F_YR,TYPE,OBJECTID_1,OBJECTID_2,BASE_YEAR,ADM_CD_2,ADM_NM,Shape_Area,GU_CODE,GU_NAME,POP
"1344",영등포구,0.30,2022년 8.8 ~17. 호우,14.30,281.11,"1156013200","20220808","20220810","20","24",내수침수,서울특별시 영등포구 신길동 157-56,"2022","2022",주택,"291",291.00000000000,"2016","1119063",신길1동,722392.45120899996,"11560",영등포구,"19677"
"1345",영등포구,0.30,2022년 8.8 ~17. 호우,14.30,133.56,"1156013200","20220808","20220810","20","24",내수침수,서울특별시 영등포구 신길동 157-35,"2022","2022",주택,"291",291.00000000000,"2016","1119063",신길1동,722392.45120899996,"11560",영등포구,"19677"
"1346",영등포구,0.30,2022년 8.8 ~17. 호우,22.80,75.06,"1156013200","20220808","20220810","20","24",내수침수,서울특별시 영등포구 신길동 200-50,"2022","2022",주택,"291",291.00000000000,"2016","1119063",신길1동,722392.45120899996,"11560",영등포구,"19677"
"1675",영등포구,0.30,2022년 8.8 ~17. 호우,14.30,85.48,"1156013200","20220808","20220810","20","24",내수침수,서울특별시 영등포구 신길동 157-55,"2022","2022",주택,"291",291.00000000000,"2016","1119063",신길1동,722392.45120899996,"11560",영등포구,"19677"
"4367",영등포구,0.30,2022년 8.8 ~17. 호우,24.30,1335.58,"1156013200","20220808","20220810","20","24",내수침수,서울특별시 영등포구신길동 205-206,"2022","2022",주택,"291",291.00000000000,"2016","1119063",신길1동,722392.45120899996,"11560",영등포구,"19677"
"1676",영등포구,0.30,2022년 8.8 ~17. 호우,21.30,149.05,"1156013200","20220808","20220810","20","24",내수침수,서울특별시 영등포구 신길동 199-34,"2022","2022",주택,"291",291.00000000000,"2016","1119063",신길1동,722392.45120899996,"11560",영등포구,"19677"
"1677",영등포구,0.30,2022년 8.8 ~17. 호우,18.80,66.10,"1156013200","20220808","20220810","20","24",내수침수,서울특별시 영등포구 신길동 199-22,"2022","2022",주택,"291",291.00000000000,"2016","1119063",신길1동,722392.45120899996,"11560",영등포구,"19677"
"1678",영등포구,0.30,2022년 8.8 ~17. 호우,14.80,145.97,"1156013200","20220808","20220810","20","24",내수침수,서울특별시 영등포구 신길동 157-13,"2022","2022",주택,"291",291.00000000000,"2016","1119063",신길1동,722392.45120899996,"11560",영등포구,"19677"
"1679",영등포구,0.30,2022년 8.8 ~17. 호우,14.30,59.00,"1156013200","20220808","20220810","20","24",내수침수,서울특별시 영등포구 신길동 160-28,"2022","2022",상가,"291",291.00000000000,"2016","1119063",신길1동,722392.45120899996,"11560",영등포구,"19677"
"1680",영등포구,0.30,2022년 8.8 ~17. 호우,14.30,45.00,"1156013200","20220808","20220810","20","24",내수침수,서울특별시 영등포구 신길동 159-17,"2022","2022",상가,"291",291.00000000000,"2016","1119063",신길1동,722392.45120899996,"11560",영등포구,"19677"
"1681",영등포구,0.30,2022년 8.8 ~17. 호우,14.30,45.00,"1156013200","20220808","20220810","20","24",내수침수,서울특별시 영등포구 신길동 159-5,"2022","2022",상가,"291",291.00000000000,"2016","1119063",신길1동,722392.45120899996,"11560",영등포구,"19677"
"4368",영등포구,0.30,2022년 8.8 ~17. 호우,21.30,3166.80,"1156013200","20220808","20220810","20","24",내수침수,서울특별시 영등포구신길동 158-136,"2022","2022",주택,"291",291.00000000000,"2016","1119063",신길1동,722392.45120899996,"11560",영등포구,"19677"
"4368",영등포구,0.30,2022년 8.8 ~17. 호우,21.30,3166.80,"1156013200","20220808","20220810","20","24",내수침수,서울특별시 영등포구신길동 158-136,"2022","2022",주택,"293",293.00000000000,"2016","1119066",신길4동,291710.76165599999,"11560",영등포구,"10171"
"1682",영등포구,0.30,2022년 8.8 ~17. 호우,21.25,134.87,"1156013200","20220808","20220810","20","24",내수침수,서울특별시 영등포구 신길동 207-38,"2022","2022",주택,"293",293.00000000000,"2016","1119066",신길4동,291710.76165599999,"11560",영등포구,"10171"
"1347",영등포구,0.30,2022년 8.8 ~17. 호우,18.30,271.00,"1156013200","20220808","20220810","20","24",내수침수,서울특별시 영등포구 신길동 158-40,"2022","2022",주택,"293",293.00000000000,"2016","1119066",신길4동,291710.76165599999,"11560",영등포구,"10171"
"1348",영등포구,0.30,2022년 8.8 ~17. 호우,18.31,91.02,"1156013200","20220808","20220810","20","24",내수침수,서울특별시 영등포구 신길동 214-4,"2022","2022",주택,"293",293.00000000000,"2016","1119066",신길4동,291710.76165599999,"11560",영등포구,"10171"
"1349",영등포구,0.30,2022년 8.8 ~17. 호우,18.66,132.79,"1156013200","20220808","20220810","20","24",내수침수,서울특별시 영등포구 신길동 214-7,"2022","2022",주택,"293",293.00000000000,"2016","1119066",신길4동,291710.76165599999,"11560",영등포구,"10171"
"1350",영등포구,0.30,2022년 8.8 ~17. 호우,19.10,19.63,"1156013200","20220808","20220810","20","24",내수침수,서울특별시 영등포구 신길동 212-7,"2022","2022",주택,"293",293.00000000000,"2016","1119066",신길4동,291710.76165599999,"11560",영등포구,"10171"
"1351",영등포구,0.30,2022년 8.8 ~17. 호우,20.68,159.96,"1156013200","20220808","20220810","20","24",내수침수,서울특별시 영등포구 신길동 214-32,"2022","2022",주택,"293",293.00000000000,"2016","1119066",신길4동,291710.76165599999,"11560",영등포구,"10171"
"1352",영등포구,0.30,2022년 8.8 ~17. 호우,21.89,137.92,"1156013200","20220808","20220810","20","24",내수침수,서울특별시 영등포구 신길동 669,"2022","2022",주택,"296",296.00000000000,"2016","1119069",신길7동,616286.05331900006,"11560",영등포구,"17202"
"1353",영등포구,0.30,2022년 8.8 ~17. 호우,28.30,83.00,"1156013200","20220808","20220810","20","24",내수침수,서울특별시 영등포구 신길동 670,"2022","2022",상가,"296",296.00000000000,"2016","1119069",신길7동,616286.05331900006,"11560",영등포구,"17202"
"1354",영등포구,0.30,2022년 8.8 ~17. 호우,19.30,100.15,"1156013200","20220808","20220810","20","24",내수침수,서울특별시 영등포구 신길동 585,"2022","2022",주택,"295",295.00000000000,"2016","1119068",신길6동,678990.26228499995,"11560",영등포구,"19675"
"1355",영등포구,0.30,2022년 8.8 ~17. 호우,19.30,113.00,"1156013200","20220808","20220810","20","24",내수침수,서울특별시 영등포구 신길동 505,"2022","2022",상가,"295",295.00000000000,"2016","1119068",신길6동,678990.26228499995,"11560",영등포구,"19675"
"1356",영등포구,0.30,2022년 8.8 ~17. 호우,19.30,146.59,"1156013200","20220808","20220810","20","24",내수침수,서울특별시 영등포구 신길동 589,"2022","2022",주택,"295",295.00000000000,"2016","1119068",신길6동,678990.26228499995,"11560",영등포구,"19675"
"1357",영등포구,0.30,2022년 8.8 ~17. 호우,19.30,131.88,"1156013200","20220808","20220810","20","24",내수침수,서울특별시 영등포구 신길동 584,"2022","2022",주택,"295",295.00000000000,"2016","1119068",신길6동,678990.26228499995,"11560",영등포구,"19675"
"1593",영등포구,0.30,2022년 8.8 ~17. 호우,18.80,49.00,"1156013200","20220808","20220810","20","24",내수침수,서울특별시 영등포구 신길동 623-9,"2022","2022",상가,"295",295.00000000000,"2016","1119068",신길6동,678990.26228499995,"11560",영등포구,"19675"
"1595",영등포구,0.30,2022년 8.8 ~17. 호우,25.11,51.00,"1156013200","20220808","20220810","20","24",내수침수,서울특별시 영등포구 신길동 223-32,"2022","2022",상가,"293",293.00000000000,"2016","1119066",신길4동,291710.76165599999,"11560",영등포구,"10171"
"1596",영등포구,0.30,2022년 8.8 ~17. 호우,33.30,298.62,"1156013200","20220808","20220810","20","24",내수침수,서울특별시 영등포구 신길동 1123,"2022","2022",주택,"296",296.00000000000,"2016","1119069",신길7동,616286.05331900006,"11560",영등포구,"17202"
"1597",영등포구,0.30,2022년 8.8 ~17. 호우,30.30,1317.03,"1156013200","20220808","20220810","20","24",내수침수,서울특별시 영등포구 신길동 457-3,"2022","2022",주택,"291",291.00000000000,"2016","1119063",신길1동,722392.45120899996,"11560",영등포구,"19677"
"1598",영등포구,0.30,2022년 8.8 ~17. 호우,34.53,229.88,"1156013200","20220808","20220810","20","24",내수침수,서울특별시 영등포구 신길동 1050,"2022","2022",주택,"296",296.00000000000,"2016","1119069",신길7동,616286.05331900006,"11560",영등포구,"17202"
"1599",영등포구,0.30,2022년 8.8 ~17. 호우,27.01,77.00,"1156013200","20220808","20220810","20","24",내수침수,서울특별시 영등포구 신길동 832-0,"2022","2022",상가,"296",296.00000000000,"2016","1119069",신길7동,616286.05331900006,"11560",영등포구,"17202"
"1600",영등포구,0.30,2022년 8.8 ~17. 호우,30.83,49.00,"1156013200","20220808","20220810","20","24",내수침수,서울특별시 영등포구 신길동 855,"2022","2022",상가,"296",296.00000000000,"2016","1119069",신길7동,616286.05331900006,"11560",영등포구,"17202"
"1712",영등포구,0.30,2022년 8.8 ~17. 호우,30.30,2074.81,"1156013200","20220808","20220810","20","24",내수침수,서울특별시 영등포구 신길동 457-4,"2022","2022",주택,"291",291.00000000000,"2016","1119063",신길1동,722392.45120899996,"11560",영등포구,"19677"
"1713",영등포구,0.30,2022년 8.8 ~17. 호우,30.30,101.21,"1156013200","20220808","20220810","20","24",내수침수,서울특별시 영등포구 신길동 458-22,"2022","2022",주택,"291",291.00000000000,"2016","1119063",신길1동,722392.45120899996,"11560",영등포구,"19677"
"1714",영등포구,0.30,2022년 8.8 ~17. 호우,25.75,53.82,"1156013200","20220808","20220810","20","24",내수침수,서울특별시 영등포구 신길동 941,"2022","2022",주택,"296",296.00000000000,"2016","1119069",신길7동,616286.05331900006,"11560",영등포구,"17202"
"4378",영등포구,0.30,2022년 8.8 ~17. 호우,30.30,6134.77,"1156013200","20220808","20220810","20","24",내수침수,서울특별시 영등포구신길동 1194,"2022","2022",주택,"291",291.00000000000,"2016","1119063",신길1동,722392.45120899996,"11560",영등포구,"19677"
"4378",영등포구,0.30,2022년 8.8 ~17. 호우,30.30,6134.77,"1156013200","20220808","20220810","20","24",내수침수,서울특별시 영등포구신길동 1194,"2022","2022",주택,"296",296.00000000000,"2016","1119069",신길7동,616286.05331900006,"11560",영등포구,"17202"
"1715",영등포구,0.30,2022년 8.8 ~17. 호우,31.82,139.78,"1156013200","20220808","20220810","20","24",내수침수,서울특별시 영등포구 신길동 927,"2022","2022",주택,"296",296.00000000000,"2016","1119069",신길7동,616286.05331900006,"11560",영등포구,"17202"
"4379",영등포구,0.30,2022년 8.8 ~17. 호우,30.30,1163.50,"1156013200","20220808","20220810","20","24",내수침수,서울특별시 영등포구신길동 470-6,"2022","2022",주택,"291",291.00000000000,"2016","1119063",신길1동,722392.45120899996,"11560",영등포구,"19677"
"4379",영등포구,0.30,2022년 8.8 ~17. 호우,30.30,1163.50,"1156013200","20220808","20220810","20","24",내수침수,서울특별시 영등포구신길동 470-6,"2022","2022",주택,"296",296.00000000000,"2016","1119069",신길7동,616286.05331900006,"11560",영등포구,"17202"
"1716",영등포구,0.30,2022년 8.8 ~17. 호우,23.75,527.97,"1156013200","20220808","20220810","20","24",내수침수,서울특별시 영등포구 신길동 948,"2022","2022",주택,"296",296.00000000000,"2016","1119069",신길7동,616286.05331900006,"11560",영등포구,"17202"
"1717",영등포구,0.30,2022년 8.8 ~17. 호우,24.01,138.41,"1156013200","20220808","20220810","20","24",내수침수,서울특별시 영등포구 신길동 950,"2022","2022",주택,"296",296.00000000000,"2016","1119069",신길7동,616286.05331900006,"11560",영등포구,"17202"
"4280",영등포구,0.30,2022년 8.8 ~17. 호우,28.50,4502.58,"1156013200","20220808","20220810","20","24",내수침수,서울특별시 영등포구신길동 1192,"2022","2022",주택,"296",296.00000000000,"2016","1119069",신길7동,616286.05331900006,"11560",영등포구,"17202"
"1309",영등포구,0.30,2022년 8.8 ~17. 호우,27.37,127.57,"1156013200","20220808","20220810","20","24",내수침수,서울특별시 영등포구 신길동 822,"2022","2022",주택,"296",296.00000000000,"2016","1119069",신길7동,616286.05331900006,"11560",영등포구,"17202"
"1310",영등포구,0.30,2022년 8.8 ~17. 호우,27.20,163.93,"1156013200","20220808","20220810","20","24",내수침수,서울특별시 영등포구 신길동 823,"2022","2022",주택,"296",296.00000000000,"2016","1119069",신길7동,616286.05331900006,"11560",영등포구,"17202"
"1311",영등포구,0.30,2022년 8.8 ~17. 호우,27.62,253.26,"1156013200","20220808","20220810","20","24",내수침수,서울특별시 영등포구 신길동 804,"2022","2022",주택,"296",296.00000000000,"2016","1119069",신길7동,616286.05331900006,"11560",영등포구,"17202"
"1312",영등포구,0.30,2022년 8.8 ~17. 호우,27.50,65.00,"1156013200","20220808","20220810","20","24",내수침수,서울특별시 영등포구 신길동 805,"2022","2022",상가,"296",296.00000000000,"2016","1119069",신길7동,616286.05331900006,"11560",영등포구,"17202"
"1313",영등포구,0.30,2022년 8.8 ~17. 호우,28.60,65.00,"1156013200","20220808","20220810","20","24",내수침수,서울특별시 영등포구 신길동 802-0,"2022","2022",상가,"296",296.00000000000,"2016","1119069",신길7동,616286.05331900006,"11560",영등포구,"17202"
"1314",영등포구,0.30,2022년 8.8 ~17. 호우,34.30,143.19,"1156013200","20220808","20220810","20","24",내수침수,서울특별시 영등포구 신길동 882,"2022","2022",주택,"296",296.00000000000,"2016","1119069",신길7동,616286.05331900006,"11560",영등포구,"17202"
"1315",영등포구,0.30,2022년 8.8 ~17. 호우,26.30,43.00,"1156013200","20220808","20220810","20","24",내수침수,서울특별시 영등포구 신길동 833,"2022","2022",상가,"296",296.00000000000,"2016","1119069",신길7동,616286.05331900006,"11560",영등포구,"17202"
"4281",영등포구,0.30,2022년 8.8 ~17. 호우,25.10,3575.47,"1156013200","20220808","20220810","20","24",내수침수,서울특별시 영등포구신길동 4936-1,"2022","2022",주택,"291",291.00000000000,"2016","1119063",신길1동,722392.45120899996,"11560",영등포구,"19677"
"4281",영등포구,0.30,2022년 8.8 ~17. 호우,25.10,3575.47,"1156013200","20220808","20220810","20","24",내수침수,서울특별시 영등포구신길동 4936-1,"2022","2022",주택,"296",296.00000000000,"2016","1119069",신길7동,616286.05331900006,"11560",영등포구,"17202"
"4282",영등포구,0.30,2022년 8.8 ~17. 호우,25.10,904.21,"1156013200","20220808","20220810","20","24",내수침수,서울특별시 영등포구신길동 140-2,"2022","2022",주택,"291",291.00000000000,"2016","1119063",신길1동,722392.45120899996,"11560",영등포구,"19677"
"4282",영등포구,0.30,2022년 8.8 ~17. 호우,25.10,904.21,"1156013200","20220808","20220810","20","24",내수침수,서울특별시 영등포구신길동 140-2,"2022","2022",주택,"296",296.00000000000,"2016","1119069",신길7동,616286.05331900006,"11560",영등포구,"17202"
"4283",영등포구,0.30,2022년 8.8 ~17. 호우,25.10,1770.26,"1156013200","20220808","20220810","20","24",내수침수,서울특별시 영등포구신길동 4936-2,"2022","2022",주택,"291",291.00000000000,"2016","1119063",신길1동,722392.45120899996,"11560",영등포구,"19677"
"4283",영등포구,0.30,2022년 8.8 ~17. 호우,25.10,1770.26,"1156013200","20220808","20220810","20","24",내수침수,서울특별시 영등포구신길동 4936-2,"2022","2022",주택,"296",296.00000000000,"2016","1119069",신길7동,616286.05331900006,"11560",영등포구,"17202"
"1316",영등포구,0.30,2022년 8.8 ~17. 호우,25.10,514.00,"1156013200","20220808","20220810","20","24",내수침수,서울특별시 영등포구 신길동 4936,"2022","2022",상가,"296",296.00000000000,"2016","1119069",신길7동,616286.05331900006,"11560",영등포구,"17202"
"1317",영등포구,0.30,2022년 8.8 ~17. 호우,21.44,200.09,"1156013200","20220808","20220810","20","24",내수침수,서울특별시 영등포구 신길동 667,"2022","2022",주택,"296",296.00000000000,"2016","1119069",신길7동,616286.05331900006,"11560",영등포구,"17202"
"1318",영등포구,0.30,2022년 8.8 ~17. 호우,21.59,196.46,"1156013200","20220808","20220810","20","24",내수침수,서울특별시 영등포구 신길동 668,"2022","2022",주택,"296",296.00000000000,"2016","1119069",신길7동,616286.05331900006,"11560",영등포구,"17202"
"1391",영등포구,0.30,2022년 8.8 ~17. 호우,18.80,111.00,"1156013200","20220808","20220810","20","24",내수침수,서울특별시 영등포구 신길동 625-1,"2022","2022",상가,"295",295.00000000000,"2016","1119068",신길6동,678990.26228499995,"11560",영등포구,"19675"
"1392",영등포구,0.30,2022년 8.8 ~17. 호우,19.30,157.60,"1156013200","20220808","20220810","20","24",내수침수,서울특별시 영등포구 신길동 602,"2022","2022",주택,"295",295.00000000000,"2016","1119068",신길6동,678990.26228499995,"11560",영등포구,"19675"
"1393",영등포구,0.30,2022년 8.8 ~17. 호우,19.30,188.78,"1156013200","20220808","20220810","20","24",내수침수,서울특별시 영등포구 신길동 619-12,"2022","2022",주택,"295",295.00000000000,"2016","1119068",신길6동,678990.26228499995,"11560",영등포구,"19675"
"1394",영등포구,0.30,2022년 8.8 ~17. 호우,19.30,87.89,"1156013200","20220808","20220810","20","24",내수침수,서울특별시 영등포구 신길동 596,"2022","2022",주택,"295",295.00000000000,"2016","1119068",신길6동,678990.26228499995,"11560",영등포구,"19675"
"1395",영등포구,0.30,2022년 8.8 ~17. 호우,19.30,164.75,"1156013200","20220808","20220810","20","24",내수침수,서울특별시 영등포구 신길동 595,"2022","2022",주택,"295",295.00000000000,"2016","1119068",신길6동,678990.26228499995,"11560",영등포구,"19675"
"1396",영등포구,0.30,2022년 8.8 ~17. 호우,19.30,188.82,"1156013200","20220808","20220810","20","24",내수침수,서울특별시 영등포구 신길동 619-6,"2022","2022",주택,"295",295.00000000000,"2016","1119068",신길6동,678990.26228499995,"11560",영등포구,"19675"
"8201",강동구,0.50,2022년 8.8 ~17. 호우,46.21,15203.98,"1174010300","20220808","20220808","20","23",내수침수,서울특별시 강동구 상일동 476-0,"2022","2022",상가,"408",408.00000000000,"2016","1125052",상일동,1812201.88480000012,"11740",강동구,"11113"
"4288",영등포구,0.30,2022년 8.8 ~17. 호우,24.30,458.52,"1156013200","20220808","20220810","20","24",내수침수,서울특별시 영등포구신길동 202-133,"2022","2022",주택,"291",291.00000000000,"2016","1119063",신길1동,722392.45120899996,"11560",영등포구,"19677"
"1358",영등포구,0.30,2022년 8.8 ~17. 호우,24.30,159.73,"1156013200","20220808","20220810","20","24",내수침수,서울특별시 영등포구 신길동 147-50,"2022","2022",주택,"291",291.00000000000,"2016","1119063",신길1동,722392.45120899996,"11560",영등포구,"19677"
"8202",강동구,0.50,2022년 8.8 ~17. 호우,37.07,20490.02,"1174010300","20220808","20220808","20","23",내수침수,서울특별시 강동구 상일동 173-0,"2022","2022",상가,"408",408.00000000000,"2016","1125052",상일동,1812201.88480000012,"11740",강동구,"11113"
"1663",영등포구,0.30,2022년 8.8 ~17. 호우,38.11,171.00,"1156013200","20220808","20220810","20","24",내수침수,서울특별시 영등포구 신길동 2001-5,"2022","2022",상가,"296",296.00000000000,"2016","1119069",신길7동,616286.05331900006,"11560",영등포구,"17202"
"8203",강동구,0.50,2022년 8.8 ~17. 호우,26.89,183.20,"1174010600","20220808","20220808","20","23",내수침수,서울특별시 강동구 둔촌동 37-2,"2022","2022",주택,"421",421.00000000000,"2016","1125071",둔촌2동,1549246.05909000011,"11740",강동구,"27964"
"8204",강동구,0.50,2022년 8.8 ~17. 호우,30.33,27678.35,"1174010600","20220808","20220808","20","23",내수침수,서울특별시 강동구 둔촌동 30-4,"2022","2022",상가,"421",421.00000000000,"2016","1125071",둔촌2동,1549246.05909000011,"11740",강동구,"27964"
"1434",영등포구,0.30,2022년 8.8 ~17. 호우,21.20,163.97,"1156013200","20220808","20220810","20","24",내수침수,서울특별시 영등포구 신길동 691,"2022","2022",주택,"296",296.00000000000,"2016","1119069",신길7동,616286.05331900006,"11560",영등포구,"17202"
"1435",영등포구,0.30,2022년 8.8 ~17. 호우,21.49,71.00,"1156013200","20220808","20220810","20","24",내수침수,서울특별시 영등포구 신길동 692,"2022","2022",상가,"296",296.00000000000,"2016","1119069",신길7동,616286.05331900006,"11560",영등포구,"17202"
"1436",영등포구,0.30,2022년 8.8 ~17. 호우,23.39,66.00,"1156013200","20220808","20220810","20","24",내수침수,서울특별시 영등포구 신길동 728,"2022","2022",상가,"296",296.00000000000,"2016","1119069",신길7동,616286.05331900006,"11560",영등포구,"17202"
"1437",영등포구,0.30,2022년 8.8 ~17. 호우,24.63,159.31,"1156013200","20220808","20220810","20","24",내수침수,서울특별시 영등포구 신길동 713,"2022","2022",주택,"296",296.00000000000,"2016","1119069",신길7동,616286.05331900006,"11560",영등포구,"17202"
"1438",영등포구,0.30,2022년 8.8 ~17. 호우,21.04,55.00,"1156013200","20220808","20220810","20","24",내수침수,서울특별시 영등포구 신길동 665,"2022","2022",상가,"296",296.00000000000,"2016","1119069",신길7동,616286.05331900006,"11560",영등포구,"17202"
"1439",영등포구,0.30,2022년 8.8 ~17. 호우,19.09,125.25,"1156013200","20220808","20220810","20","24",내수침수,서울특별시 영등포구 신길동 642,"2022","2022",주택,"296",296.00000000000,"2016","1119069",신길7동,616286.05331900006,"11560",영등포구,"17202"
"1440",영등포구,0.30,2022년 8.8 ~17. 호우,19.30,185.94,"1156013200","20220808","20220810","20","24",내수침수,서울특별시 영등포구 신길동 592,"2022","2022",주택,"295",295.00000000000,"2016","1119068",신길6동,678990.26228499995,"11560",영등포구,"19675"
"1441",영등포구,0.30,2022년 8.8 ~17. 호우,19.30,86.31,"1156013200","20220808","20220810","20","24",내수침수,서울특별시 영등포구 신길동 586,"2022","2022",주택,"295",295.00000000000,"2016","1119068",신길6동,678990.26228499995,"11560",영등포구,"19675"
"1442",영등포구,0.30,2022년 8.8 ~17. 호우,18.80,52.00,"1156013200","20220808","20220810","20","24",내수침수,서울특별시 영등포구 신길동 625-3,"2022","2022",상가,"295",295.00000000000,"2016","1119068",신길6동,678990.26228499995,"11560",영등포구,"19675"
"1443",영등포구,0.30,2022년 8.8 ~17. 호우,24.30,116.97,"1156013200","20220808","20220810","20","24",내수침수,서울특별시 영등포구 신길동 590,"2022","2022",주택,"295",295.00000000000,"2016","1119068",신길6동,678990.26228499995,"11560",영등포구,"19675"
"1444",영등포구,0.30,2022년 8.8 ~17. 호우,19.30,51.00,"1156013200","20220808","20220810","20","24",내수침수,서울특별시 영등포구 신길동 583,"2022","2022",상가,"295",295.00000000000,"2016","1119068",신길6동,678990.26228499995,"11560",영등포구,"19675"
"1445",영등포구,0.30,2022년 8.8 ~17. 호우,18.80,267.19,"1156013200","20220808","20220810","20","24",내수침수,서울특별시 영등포구 신길동 625-2,"2022","2022",주택,"295",295.00000000000,"2016","1119068",신길6동,678990.26228499995,"11560",영등포구,"19675"
"1446",영등포구,0.30,2022년 8.8 ~17. 호우,18.80,50.00,"1156013200","20220808","20220810","20","24",내수침수,서울특별시 영등포구 신길동 625-4,"2022","2022",상가,"295",295.00000000000,"2016","1119068",신길6동,678990.26228499995,"11560",영등포구,"19675"
"1447",영등포구,0.30,2022년 8.8 ~17. 호우,18.80,49.00,"1156013200","20220808","20220810","20","24",내수침수,서울특별시 영등포구 신길동 623-7,"2022","2022",상가,"295",295.00000000000,"2016","1119068",신길6동,678990.26228499995,"11560",영등포구,"19675"
"1448",영등포구,0.30,2022년 8.8 ~17. 호우,19.30,102.17,"1156013200","20220808","20220810","20","24",내수침수,서울특별시 영등포구 신길동 619-9,"2022","2022",주택,"295",295.00000000000,"2016","1119068",신길6동,678990.26228499995,"11560",영등포구,"19675"
"1449",영등포구,0.30,2022년 8.8 ~17. 호우,19.30,139.15,"1156013200","20220808","20220810","20","24",내수침수,서울특별시 영등포구 신길동 619,"2022","2022",주택,"295",295.00000000000,"2016","1119068",신길6동,678990.26228499995,"11560",영등포구,"19675"
"1450",영등포구,0.30,2022년 8.8 ~17. 호우,19.30,98.11,"1156013200","20220808","20220810","20","24",내수침수,서울특별시 영등포구 신길동 607,"2022","2022",주택,"295",295.00000000000,"2016","1119068",신길6동,678990.26228499995,"11560",영등포구,"19675"
"1451",영등포구,0.30,2022년 8.8 ~17. 호우,19.30,180.20,"1156013200","20220808","20220810","20","24",내수침수,서울특별시 영등포구 신길동 608,"2022","2022",주택,"295",295.00000000000,"2016","1119068",신길6동,678990.26228499995,"11560",영등포구,"19675"
"1452",영등포구,0.30,2022년 8.8 ~17. 호우,19.30,64.00,"1156013200","20220808","20220810","20","24",내수침수,서울특별시 영등포구 신길동 4403,"2022","2022",상가,"295",295.00000000000,"2016","1119068",신길6동,678990.26228499995,"11560",영등포구,"19675"
"4319",영등포구,0.30,2022년 8.8 ~17. 호우,19.30,489.00,"1156013200","20220808","20220810","20","24",내수침수,서울특별시 영등포구신길동 4365,"2022","2022",주택,"295",295.00000000000,"2016","1119068",신길6동,678990.26228499995,"11560",영등포구,"19675"
"1453",영등포구,0.30,2022년 8.8 ~17. 호우,19.30,109.52,"1156013200","20220808","20220810","20","24",내수침수,서울특별시 영등포구 신길동 619-8,"2022","2022",주택,"295",295.00000000000,"2016","1119068",신길6동,678990.26228499995,"11560",영등포구,"19675"
"1454",영등포구,0.30,2022년 8.8 ~17. 호우,19.30,98.85,"1156013200","20220808","20220810","20","24",내수침수,서울특별시 영등포구 신길동 619-11,"2022","2022",주택,"295",295.00000000000,"2016","1119068",신길6동,678990.26228499995,"11560",영등포구,"19675"
"1455",영등포구,0.30,2022년 8.8 ~17. 호우,19.30,168.65,"1156013200","20220808","20220810","20","24",내수침수,서울특별시 영등포구 신길동 599,"2022","2022",주택,"295",295.00000000000,"2016","1119068",신길6동,678990.26228499995,"11560",영등포구,"19675"
"1456",영등포구,0.30,2022년 8.8 ~17. 호우,19.30,83.02,"1156013200","20220808","20220810","20","24",내수침수,서울특별시 영등포구 신길동 600,"2022","2022",주택,"295",295.00000000000,"2016","1119068",신길6동,678990.26228499995,"11560",영등포구,"19675"
"1457",영등포구,0.30,2022년 8.8 ~17. 호우,19.30,86.38,"1156013200","20220808","20220810","20","24",내수침수,서울특별시 영등포구 신길동 601,"2022","2022",주택,"295",295.00000000000,"2016","1119068",신길6동,678990.26228499995,"11560",영등포구,"19675"
"1458",영등포구,0.30,2022년 8.8 ~17. 호우,19.30,169.10,"1156013200","20220808","20220810","20","24",내수침수,서울특별시 영등포구 신길동 598,"2022","2022",주택,"295",295.00000000000,"2016","1119068",신길6동,678990.26228499995,"11560",영등포구,"19675"
"1459",영등포구,0.30,2022년 8.8 ~17. 호우,19.30,45.33,"1156013200","20220808","20220810","20","24",내수침수,서울특별시 영등포구 신길동 587,"2022","2022",주택,"295",295.00000000000,"2016","1119068",신길6동,678990.26228499995,"11560",영등포구,"19675"
"1460",영등포구,0.30,2022년 8.8 ~17. 호우,19.30,49.00,"1156013200","20220808","20220810","20","24",내수침수,서울특별시 영등포구 신길동 511,"2022","2022",상가,"295",295.00000000000,"2016","1119068",신길6동,678990.26228499995,"11560",영등포구,"19675"
"1461",영등포구,0.30,2022년 8.8 ~17. 호우,19.30,64.00,"1156013200","20220808","20220810","20","24",내수침수,서울특별시 영등포구 신길동 630,"2022","2022",상가,"295",295.00000000000,"2016","1119068",신길6동,678990.26228499995,"11560",영등포구,"19675"
"1462",영등포구,0.30,2022년 8.8 ~17. 호우,19.30,126.21,"1156013200","20220808","20220810","20","24",내수침수,서울특별시 영등포구 신길동 1466,"2022","2022",주택,"295",295.00000000000,"2016","1119068",신길6동,678990.26228499995,"11560",영등포구,"19675"
"1463",영등포구,0.30,2022년 8.8 ~17. 호우,19.30,148.98,"1156013200","20220808","20220810","20","24",내수침수,서울특별시 영등포구 신길동 621-2,"2022","2022",주택,"295",295.00000000000,"2016","1119068",신길6동,678990.26228499995,"11560",영등포구,"19675"
