UFID,NAME,DIVI,QUAL,UDDI,LENG,HEIG,SCLS,FMTA,OBJECTID_1,OBJECTID,BASE_YEAR,ADM_CD,ADM_NM,Shape_Area,GU_CODE,GU_NAME,POP
100037612018C00515b767c1ece804a80,,BKD001,BKQ000,BKU001,0.000000000000000,0.000000000000000,C0052211,S2113252,"333",333.00000000000,"2016","1121073",대학동,8398948.57289000042,"11620",관악구,"24741"
100037612018C0051680da8e8d5044ef7,,BKD001,BKQ000,BKU001,0.000000000000000,0.000000000000000,C0052211,S2113252,"338",338.00000000000,"2016","1121082",삼성동,2602463.75145999994,"11620",관악구,"25696"
100037612018C0051148fa30d8f624c18,,BKD001,BKQ000,BKU001,0.000000000000000,0.000000000000000,C0052211,S2113252,"338",338.00000000000,"2016","1121082",삼성동,2602463.75145999994,"11620",관악구,"25696"
100037612018C00519ec43c9fe99e43c0,,BKD001,BKQ000,BKU001,0.000000000000000,0.000000000000000,C0052211,S2113252,"338",338.00000000000,"2016","1121082",삼성동,2602463.75145999994,"11620",관악구,"25696"
100037612018C00516463b2e6451d426f,,BKD001,BKQ000,BKU001,0.000000000000000,0.000000000000000,C0052211,S2113252,"333",333.00000000000,"2016","1121073",대학동,8398948.57289000042,"11620",관악구,"24741"
100037612018C005164e4b84130a8404f,,BKD001,BKQ000,BKU001,0.000000000000000,0.000000000000000,C0052211,S2113252,"333",333.00000000000,"2016","1121073",대학동,8398948.57289000042,"11620",관악구,"24741"
100037612018C005151afd63157204e85,,BKD001,BKQ000,BKU001,0.000000000000000,0.000000000000000,C0052211,S2113252,"333",333.00000000000,"2016","1121073",대학동,8398948.57289000042,"11620",관악구,"24741"
100037612018C00510e609965f73f48eb,,BKD001,BKQ000,BKU001,0.000000000000000,0.000000000000000,C0052211,S2113252,"333",333.00000000000,"2016","1121073",대학동,8398948.57289000042,"11620",관악구,"24741"
100037612018C0051b2652e314e7d4b4f,,BKD001,BKQ000,BKU001,0.000000000000000,0.000000000000000,C0052211,S2113252,"333",333.00000000000,"2016","1121073",대학동,8398948.57289000042,"11620",관악구,"24741"
100037612018C0051dfb6159c6c0f489c,,BKD001,BKQ000,BKU001,0.000000000000000,0.000000000000000,C0052211,S2113252,"333",333.00000000000,"2016","1121073",대학동,8398948.57289000042,"11620",관악구,"24741"
100037612018C0051c599340981844b04,,BKD001,BKQ000,BKU001,0.000000000000000,0.000000000000000,C0052211,S2113252,"333",333.00000000000,"2016","1121073",대학동,8398948.57289000042,"11620",관악구,"24741"
