UFID,SCLS,FMTA,OBJECTID_1,OBJECTID,BASE_YEAR,ADM_CD,ADM_NM,Shape_Area,GU_CODE,GU_NAME,POP
100037612019C0071fd9f31f4e33f4432,C0076116,S2114478,"325",325.00000000000,"2016","1121063",남현동,3278571.57096999977,"11620",관악구,"19107"
100037612019C007162d173fc89aa49b0,C0076116,S2114478,"325",325.00000000000,"2016","1121063",남현동,3278571.57096999977,"11620",관악구,"19107"
100037612019C0071f84cce4eeee64e64,C0076116,S2114478,"324",324.00000000000,"2016","1121062",인헌동,1088265.90537999989,"11620",관악구,"27297"
100037612019C00717196e8d7f74749b9,C0076116,S2114478,"322",322.00000000000,"2016","1121058",낙성대동,2261134.36445999984,"11620",관악구,"17806"
100037612019C0071725190fdd57b4663,C0076116,S2114478,"333",333.00000000000,"2016","1121073",대학동,8398948.57289000042,"11620",관악구,"24741"
100037612018C00710d5ed1aaaaf64609,C0076116,S2114478,"338",338.00000000000,"2016","1121082",삼성동,2602463.75145999994,"11620",관악구,"25696"
100037612018C0071fe2e329fb289479c,C0076116,S2114478,"333",333.00000000000,"2016","1121073",대학동,8398948.57289000042,"11620",관악구,"24741"
100037612018C00712db81375094e4daa,C0076116,S2114478,"333",333.00000000000,"2016","1121073",대학동,8398948.57289000042,"11620",관악구,"24741"
100037612018C0071ec8aa1fae7ff4325,C0076116,S2114478,"333",333.00000000000,"2016","1121073",대학동,8398948.57289000042,"11620",관악구,"24741"
100037612018C00714b4f9d559d214bb8,C0076116,S2114478,"328",328.00000000000,"2016","1121066",서림동,940546.69252899999,"11620",관악구,"24721"
100037612018C007135d168072bb14c5f,C0076116,S2114478,"333",333.00000000000,"2016","1121073",대학동,8398948.57289000042,"11620",관악구,"24741"
100037612018C0071690e22f05d8c4e9e,C0076116,S2114478,"333",333.00000000000,"2016","1121073",대학동,8398948.57289000042,"11620",관악구,"24741"
100037612018C0071f20c740d292a4a62,C0076116,S2113006,"328",328.00000000000,"2016","1121066",서림동,940546.69252899999,"11620",관악구,"24721"
100037612018C00719f5321d3d9894a1c,C0076116,S2113006,"338",338.00000000000,"2016","1121082",삼성동,2602463.75145999994,"11620",관악구,"25696"
100037612018C00718db3411029364e94,C0076116,S2113006,"338",338.00000000000,"2016","1121082",삼성동,2602463.75145999994,"11620",관악구,"25696"
100037612018C0071b98e4272734a42a3,C0076116,S2113006,"338",338.00000000000,"2016","1121082",삼성동,2602463.75145999994,"11620",관악구,"25696"
100037612018C00712b72a0fc4321451e,C0076116,S2113006,"333",333.00000000000,"2016","1121073",대학동,8398948.57289000042,"11620",관악구,"24741"
100037612018C0071c5d02e16a1884f33,C0076116,S2113006,"338",338.00000000000,"2016","1121082",삼성동,2602463.75145999994,"11620",관악구,"25696"
100037612018C00711064b26367594b4d,C0076116,S2113006,"333",333.00000000000,"2016","1121073",대학동,8398948.57289000042,"11620",관악구,"24741"
100037612018C0071a008ad3bbfcf4750,C0076116,S2113006,"333",333.00000000000,"2016","1121073",대학동,8398948.57289000042,"11620",관악구,"24741"
100037612018C0071feb6fffe3b2e4afe,C0076116,S2113006,"338",338.00000000000,"2016","1121082",삼성동,2602463.75145999994,"11620",관악구,"25696"
100037612006C0071a455bf68700748cd,C0076116,S2113006,"276",276.00000000000,"2016","1118051",가산동,2501939.00565999979,"11545",금천구,"24522"
100037612005C00711c7cf9566a984cad,C0076116,S2113006,"276",276.00000000000,"2016","1118051",가산동,2501939.00565999979,"11545",금천구,"24522"
100037612005C007175d177afdacd4d21,C0076116,S2113006,"276",276.00000000000,"2016","1118051",가산동,2501939.00565999979,"11545",금천구,"24522"
100037612005C007160ec448cda8f4a28,C0076116,S2113006,"262",262.00000000000,"2016","1117052",구로1동,1008158.31902000005,"11530",구로구,"21849"
100037612016C007138a1b91fd6704531,C0076116,S2113006,"281",281.00000000000,"2016","1118057",시흥1동,1522798.84878999996,"11545",금천구,"37144"
100037612029C0071ae318e4c7d6b43ac,C0076116,S2113006,"333",333.00000000000,"2016","1121073",대학동,8398948.57289000042,"11620",관악구,"24741"
100037612029C00719003a61d800f4a82,C0076116,S2113006,"333",333.00000000000,"2016","1121073",대학동,8398948.57289000042,"11620",관악구,"24741"
100037612029C007134e05601d04c4847,C0076116,S2113006,"333",333.00000000000,"2016","1121073",대학동,8398948.57289000042,"11620",관악구,"24741"
100037612027C00719b653f6a63b740ef,C0076116,S2116235,"283",283.00000000000,"2016","1118059",시흥3동,1260660.49756999989,"11545",금천구,"11648"
100037612027C00710341fa5ca6fa48eb,C0076116,S2116235,"282",282.00000000000,"2016","1118058",시흥2동,1307918.06698999996,"11545",금천구,"22861"
100037612027C0071f0af73cf326f42c9,C0076116,S2116235,"281",281.00000000000,"2016","1118057",시흥1동,1522798.84878999996,"11545",금천구,"37144"
100037612027C0071f0af73cf326f42c9,C0076116,S2116235,"283",283.00000000000,"2016","1118059",시흥3동,1260660.49756999989,"11545",금천구,"11648"
100037612027C0071172b816df4a24e2c,C0076116,S2116235,"283",283.00000000000,"2016","1118059",시흥3동,1260660.49756999989,"11545",금천구,"11648"
