,AREA,PERIMETER,ELEVATION
49648,204939.25,555162.62,32.88
49649,204939.25,555072.62,37.87
49650,204939.25,554982.62,30.97
49651,204939.25,554892.62,33.77
49652,204939.25,554802.62,28.9
49653,204939.25,554712.62,28.06
49654,204939.25,554622.62,23.15
49655,204939.25,554532.62,21.35
49656,204939.25,554442.62,21.11
49657,204939.25,554352.62,21.99
49658,204939.25,554262.62,25.81
49659,204939.25,554172.62,26.09
49660,204939.25,554082.62,29.57
49661,204939.25,553992.62,32.31
49662,204939.25,553902.62,31.7
49663,204939.25,553812.62,38.81
49664,204939.25,553722.62,38.52
49665,204939.25,553632.62,33.8
49666,204939.25,553542.62,28.76
49667,204939.25,553452.62,24.0
49668,204939.25,553362.62,22.26
49669,204939.25,553272.62,20.98
49670,204939.25,553182.62,18.77
49671,204939.25,553092.62,18.57
49672,204939.25,553002.62,17.31
49673,204939.25,552912.62,16.84
49674,204939.25,552822.62,15.96
49675,204939.25,552732.62,15.56
49676,204939.25,552642.62,14.94
49677,204939.25,552552.62,14.72
49678,204939.25,552462.62,14.16
49679,204939.25,552372.62,13.82
49680,204939.25,552282.62,13.68
49681,204939.25,552192.62,13.28
49682,204939.25,552102.62,12.99
49683,204939.25,552012.62,14.15
49684,204939.25,551922.62,12.71
49685,204939.25,551832.62,12.29
49686,204939.25,551742.62,13.26
49687,204939.25,551652.62,14.68
49688,204939.25,551562.62,14.47
49689,204939.25,551472.62,14.41
49690,204939.25,551382.62,15.3
49691,205029.25,556332.62,27.72
49692,205029.25,556242.62,30.28
49693,205029.25,556152.62,26.6
49694,205029.25,556062.62,21.77
49695,205029.25,555972.62,24.76
49696,205029.25,555882.62,26.13
49697,205029.25,555792.62,24.99
49698,205029.25,555702.62,30.78
49699,205029.25,555612.62,33.47
49700,205029.25,555522.62,30.34
49701,205029.25,555432.62,27.76
49702,205029.25,555342.62,27.74
49703,205029.25,555252.62,26.96
49704,205029.25,555162.62,26.57
49705,205029.25,555072.62,28.1
49706,205029.25,554982.62,24.55
49707,205029.25,554892.62,30.22
49708,205029.25,554802.62,27.22
49709,205029.25,554712.62,24.28
49710,205029.25,554622.62,21.87
49711,205029.25,554532.62,20.6
49712,205029.25,554442.62,20.5
49713,205029.25,554352.62,19.82
49714,205029.25,554262.62,22.21
49715,205029.25,554172.62,23.43
49716,205029.25,554082.62,28.44
49717,205029.25,553992.62,30.22
49718,205029.25,553902.62,33.61
49719,205029.25,553812.62,40.01
49720,205029.25,553722.62,39.19
49721,205029.25,553632.62,34.11
49722,205029.25,553542.62,26.93
49723,205029.25,553452.62,23.75
49724,205029.25,553362.62,21.38
49725,205029.25,553272.62,20.02
49726,205029.25,553182.62,18.39
49727,205029.25,553092.62,18.09
49728,205029.25,553002.62,17.35
49729,205029.25,552912.62,17.01
49730,205029.25,552822.62,16.91
49731,205029.25,552732.62,16.13
49732,205029.25,552642.62,15.42
49733,205029.25,552552.62,15.36
49734,205029.25,552462.62,14.72
49735,205029.25,552372.62,14.22
49736,205029.25,552282.62,13.79
49737,205029.25,552192.62,13.41
49738,205029.25,552102.62,12.86
49739,205029.25,552012.62,12.51
49740,205029.25,551922.62,12.34
49741,205029.25,551832.62,13.18
49742,205029.25,551742.62,13.49
49743,205029.25,551652.62,14.47
49744,205029.25,551562.62,15.4
49745,205029.25,551472.62,15.04
49746,205029.25,551382.62,15.28
49747,205119.25,556332.62,25.27
49748,205119.25,556242.62,26.1
49749,205119.25,556152.62,21.32
49750,205119.25,556062.62,19.48
49751,205119.25,555972.62,22.68
49752,205119.25,555882.62,22.87
49753,205119.25,555792.62,24.09
49754,205119.25,555702.62,32.69
49755,205119.25,555612.62,33.83
49756,205119.25,555522.62,26.58
49757,205119.25,555432.62,23.98
49758,205119.25,555342.62,24.46
49759,205119.25,555252.62,24.65
49760,205119.25,555162.62,23.44
49761,205119.25,555072.62,24.84
49762,205119.25,554982.62,22.56
49763,205119.25,554892.62,25.39
49764,205119.25,554802.62,27.52
49765,205119.25,554712.62,22.5
49766,205119.25,554622.62,21.14
49767,205119.25,554532.62,20.12
49768,205119.25,554442.62,20.31
49769,205119.25,554352.62,21.11
49770,205119.25,554262.62,22.51
49771,205119.25,554172.62,25.64
49772,205119.25,554082.62,28.71
49773,205119.25,553992.62,30.99
49774,205119.25,553902.62,33.81
49775,205119.25,553812.62,33.33
49776,205119.25,553722.62,32.95
49777,205119.25,553632.62,29.89
49778,205119.25,553542.62,23.55
49779,205119.25,553452.62,21.64
49780,205119.25,553362.62,20.96
49781,205119.25,553272.62,20.14
49782,205119.25,553182.62,19.74
49783,205119.25,553092.62,18.24
49784,205119.25,553002.62,18.22
49785,205119.25,552912.62,18.45
49786,205119.25,552822.62,19.3
49787,205119.25,552732.62,17.2
49788,205119.25,552642.62,16.72
49789,205119.25,552552.62,18.42
49790,205119.25,552462.62,17.16
49791,205119.25,552372.62,16.24
49792,205119.25,552282.62,16.52
49793,205119.25,552192.62,15.93
49794,205119.25,552102.62,13.47
49795,205119.25,552012.62,12.39
49796,205119.25,551922.62,13.24
49797,205119.25,551832.62,12.99
49798,205119.25,551742.62,12.72
49799,205119.25,551652.62,13.03
49800,205119.25,551562.62,14.63
49801,205119.25,551472.62,14.44
49802,205119.25,551382.62,13.29
49803,205119.25,551292.62,12.84
49804,205209.25,556422.62,16.49
49805,205209.25,556332.62,17.7
49806,205209.25,556242.62,17.91
49807,205209.25,556152.62,17.21
49808,205209.25,556062.62,17.74
49809,205209.25,555972.62,23.68
49810,205209.25,555882.62,32.55
49811,205209.25,555792.62,39.41
49812,205209.25,555702.62,40.52
49813,205209.25,555612.62,33.3
49814,205209.25,555522.62,28.3
49815,205209.25,555432.62,23.3
49816,205209.25,555342.62,21.99
49817,205209.25,555252.62,21.21
49818,205209.25,555162.62,20.47
49819,205209.25,555072.62,21.78
49820,205209.25,554982.62,20.26
49821,205209.25,554892.62,22.47
49822,205209.25,554802.62,25.84
49823,205209.25,554712.62,22.29
49824,205209.25,554622.62,19.13
49825,205209.25,554532.62,18.32
49826,205209.25,554442.62,18.47
49827,205209.25,554352.62,19.3
49828,205209.25,554262.62,20.96
49829,205209.25,554172.62,23.36
49830,205209.25,554082.62,26.35
49831,205209.25,553992.62,30.53
49832,205209.25,553902.62,34.07
49833,205209.25,553812.62,30.82
49834,205209.25,553722.62,29.12
49835,205209.25,553632.62,28.2
49836,205209.25,553542.62,25.62
49837,205209.25,553452.62,24.93
49838,205209.25,553362.62,24.47
49839,205209.25,553272.62,25.0
49840,205209.25,553182.62,23.93
49841,205209.25,553092.62,23.62
49842,205209.25,553002.62,29.03
49843,205209.25,552912.62,27.1
49844,205209.25,552822.62,27.6
49845,205209.25,552732.62,26.08
49846,205209.25,552642.62,26.15
49847,205209.25,552552.62,27.5
49848,205209.25,552462.62,31.49
49849,205209.25,552372.62,32.19
49850,205209.25,552282.62,30.34
49851,205209.25,552192.62,26.86
49852,205209.25,552102.62,24.86
49853,205209.25,552012.62,20.91
49854,205209.25,551922.62,12.59
49855,205209.25,551832.62,12.78
49856,205209.25,551742.62,13.73
49857,205209.25,551652.62,13.4
49858,205209.25,551562.62,12.02
49859,205209.25,551472.62,12.85
49860,205209.25,551382.62,12.73
49861,205209.25,551292.62,11.79
49862,205299.25,556422.62,16.12
49863,205299.25,556332.62,16.1
49864,205299.25,556242.62,16.07
49865,205299.25,556152.62,16.13
49866,205299.25,556062.62,16.72
49867,205299.25,555972.62,18.48
49868,205299.25,555882.62,25.32
49869,205299.25,555792.62,40.72
49870,205299.25,555702.62,36.9
49871,205299.25,555612.62,28.7
49872,205299.25,555522.62,25.26
49873,205299.25,555432.62,23.14
49874,205299.25,555342.62,20.76
49875,205299.25,555252.62,19.01
49876,205299.25,555162.62,18.25
49877,205299.25,555072.62,18.42
49878,205299.25,554982.62,17.86
49879,205299.25,554892.62,18.88
49880,205299.25,554802.62,20.0
49881,205299.25,554712.62,20.95
49882,205299.25,554622.62,18.02
49883,205299.25,554532.62,16.83
49884,205299.25,554442.62,17.58
49885,205299.25,554352.62,18.41
49886,205299.25,554262.62,22.72
49887,205299.25,554172.62,24.46
49888,205299.25,554082.62,30.05
49889,205299.25,553992.62,37.64
49890,205299.25,553902.62,34.55
49891,205299.25,553812.62,32.14
49892,205299.25,553722.62,31.21
49893,205299.25,553632.62,32.03
49894,205299.25,553542.62,28.41
49895,205299.25,553452.62,28.24
49896,205299.25,553362.62,27.88
49897,205299.25,553272.62,35.3
49898,205299.25,553182.62,28.06
49899,205299.25,553092.62,28.17
49900,205299.25,553002.62,32.52
49901,205299.25,552912.62,32.01
49902,205299.25,552822.62,33.43
49903,205299.25,552732.62,37.48
49904,205299.25,552642.62,40.42
49905,205299.25,552552.62,37.83
49906,205299.25,552462.62,48.94
49907,205299.25,552372.62,48.14
49908,205299.25,552282.62,40.95
49909,205299.25,552192.62,28.09
49910,205299.25,552102.62,25.84
49911,205299.25,552012.62,20.05
49912,205299.25,551922.62,12.14
49913,205299.25,551832.62,12.57
49914,205299.25,551742.62,13.41
49915,205299.25,551652.62,12.1
49916,205299.25,551562.62,11.53
49917,205299.25,551472.62,12.11
49918,205299.25,551382.62,12.44
49919,205299.25,551292.62,11.64
49920,205299.25,551202.62,10.34
49921,205389.25,556512.62,16.16
49922,205389.25,556422.62,16.19
49923,205389.25,556332.62,16.24
49924,205389.25,556242.62,15.9
49925,205389.25,556152.62,15.91
49926,205389.25,556062.62,16.12
49927,205389.25,555972.62,16.56
49928,205389.25,555882.62,18.81
49929,205389.25,555792.62,26.29
49930,205389.25,555702.62,27.13
49931,205389.25,555612.62,28.27
49932,205389.25,555522.62,27.05
49933,205389.25,555432.62,25.07
49934,205389.25,555342.62,21.36
49935,205389.25,555252.62,21.67
49936,205389.25,555162.62,17.77
49937,205389.25,555072.62,16.89
49938,205389.25,554982.62,15.6
49939,205389.25,554892.62,15.75
49940,205389.25,554802.62,18.67
49941,205389.25,554712.62,19.83
49942,205389.25,554622.62,16.82
49943,205389.25,554532.62,16.19
49944,205389.25,554442.62,17.18
49945,205389.25,554352.62,17.89
49946,205389.25,554262.62,24.33
49947,205389.25,554172.62,25.64
49948,205389.25,554082.62,33.07
49949,205389.25,553992.62,49.79
49950,205389.25,553902.62,41.52
49951,205389.25,553812.62,35.03
49952,205389.25,553722.62,38.51
49953,205389.25,553632.62,43.98
49954,205389.25,553542.62,38.25
49955,205389.25,553452.62,37.95
49956,205389.25,553362.62,35.83
49957,205389.25,553272.62,36.06
49958,205389.25,553182.62,29.58
49959,205389.25,553092.62,31.63
49960,205389.25,553002.62,36.01
49961,205389.25,552912.62,37.27
49962,205389.25,552822.62,54.52
49963,205389.25,552732.62,61.78
49964,205389.25,552642.62,65.8
49965,205389.25,552552.62,61.44
49966,205389.25,552462.62,60.52
49967,205389.25,552372.62,44.64
49968,205389.25,552282.62,24.56
49969,205389.25,552192.62,22.13
49970,205389.25,552102.62,14.45
49971,205389.25,552012.62,13.8
49972,205389.25,551922.62,12.28
49973,205389.25,551832.62,12.43
49974,205389.25,551742.62,12.31
49975,205389.25,551652.62,12.47
49976,205389.25,551562.62,11.51
49977,205389.25,551472.62,11.98
49978,205389.25,551382.62,12.46
49979,205389.25,551292.62,11.95
49980,205389.25,551202.62,10.39
49981,205479.25,556512.62,16.2
49982,205479.25,556422.62,16.34
49983,205479.25,556332.62,16.17
49984,205479.25,556242.62,16.48
49985,205479.25,556152.62,16.18
49986,205479.25,556062.62,15.88
49987,205479.25,555972.62,16.04
49988,205479.25,555882.62,17.48
49989,205479.25,555792.62,21.12
49990,205479.25,555702.62,26.41
49991,205479.25,555612.62,30.38
49992,205479.25,555522.62,29.97
49993,205479.25,555432.62,24.83
49994,205479.25,555342.62,16.86
49995,205479.25,555252.62,16.2
49996,205479.25,555162.62,15.62
49997,205479.25,555072.62,16.5
49998,205479.25,554982.62,14.91
49999,205479.25,554892.62,14.8
50000,205479.25,554802.62,16.5
50001,205479.25,554712.62,17.23
50002,205479.25,554622.62,15.61
50003,205479.25,554532.62,16.0
50004,205479.25,554442.62,16.84
50005,205479.25,554352.62,17.26
50006,205479.25,554262.62,21.14
50007,205479.25,554172.62,25.13
50008,205479.25,554082.62,34.72
50009,205479.25,553992.62,52.59
50010,205479.25,553902.62,41.72
50011,205479.25,553812.62,42.94
50012,205479.25,553722.62,44.73
50013,205479.25,553632.62,52.53
50014,205479.25,553542.62,65.61
50015,205479.25,553452.62,58.31
50016,205479.25,553362.62,53.25
50017,205479.25,553272.62,43.07
50018,205479.25,553182.62,34.06
50019,205479.25,553092.62,40.57
50020,205479.25,553002.62,41.13
50021,205479.25,552912.62,56.4
50022,205479.25,552822.62,75.99
50023,205479.25,552732.62,77.49
50024,205479.25,552642.62,42.19
50025,205479.25,552552.62,48.8
50026,205479.25,552462.62,41.04
50027,205479.25,552372.62,23.54
50028,205479.25,552282.62,16.06
50029,205479.25,552192.62,14.09
50030,205479.25,552102.62,11.9
50031,205479.25,552012.62,12.02
50032,205479.25,551922.62,12.42
50033,205479.25,551832.62,11.97
50034,205479.25,551742.62,11.8
50035,205479.25,551652.62,11.77
50036,205479.25,551562.62,12.01
50037,205479.25,551472.62,12.28
50038,205479.25,551382.62,12.44
50039,205479.25,551292.62,11.81
50040,205479.25,551202.62,10.52
50041,205479.25,551112.62,10.35
50042,205569.25,556602.62,16.36
50043,205569.25,556512.62,16.17
50044,205569.25,556422.62,16.25
50045,205569.25,556332.62,15.9
50046,205569.25,556242.62,15.91
50047,205569.25,556152.62,17.07
50048,205569.25,556062.62,17.18
50049,205569.25,555972.62,16.18
50050,205569.25,555882.62,18.03
50051,205569.25,555792.62,22.39
50052,205569.25,555702.62,31.83
50053,205569.25,555612.62,27.2
50054,205569.25,555522.62,23.02
50055,205569.25,555432.62,18.07
50056,205569.25,555342.62,14.94
50057,205569.25,555252.62,14.52
50058,205569.25,555162.62,15.56
50059,205569.25,555072.62,15.73
50060,205569.25,554982.62,14.66
50061,205569.25,554892.62,14.48
50062,205569.25,554802.62,14.78
50063,205569.25,554712.62,15.38
50064,205569.25,554622.62,15.95
50065,205569.25,554532.62,16.11
50066,205569.25,554442.62,18.72
50067,205569.25,554352.62,19.28
50068,205569.25,554262.62,23.88
50069,205569.25,554172.62,24.99
50070,205569.25,554082.62,30.8
50071,205569.25,553992.62,43.33
50072,205569.25,553902.62,50.37
50073,205569.25,553812.62,61.9
50074,205569.25,553722.62,63.05
50075,205569.25,553632.62,70.3
50076,205569.25,553542.62,94.71
50077,205569.25,553452.62,84.59
50078,205569.25,553362.62,72.08
50079,205569.25,553272.62,53.7
50080,205569.25,553182.62,36.04
50081,205569.25,553092.62,42.06
50082,205569.25,553002.62,40.61
50083,205569.25,552912.62,51.99
50084,205569.25,552822.62,63.87
50085,205569.25,552732.62,60.6
50086,205569.25,552642.62,28.07
50087,205569.25,552552.62,29.18
50088,205569.25,552462.62,22.5
50089,205569.25,552372.62,15.02
50090,205569.25,552282.62,13.05
50091,205569.25,552192.62,12.02
50092,205569.25,552102.62,11.8
50093,205569.25,552012.62,11.82
50094,205569.25,551922.62,11.98
50095,205569.25,551832.62,11.62
50096,205569.25,551742.62,11.88
50097,205569.25,551652.62,12.1
50098,205569.25,551562.62,12.71
50099,205569.25,551472.62,12.47
50100,205569.25,551382.62,12.4
50101,205569.25,551292.62,12.09
50102,205569.25,551202.62,11.17
50103,205569.25,551112.62,10.39
50104,205659.25,556602.62,16.3
50105,205659.25,556512.62,16.19
50106,205659.25,556422.62,16.05
50107,205659.25,556332.62,15.92
50108,205659.25,556242.62,15.69
50109,205659.25,556152.62,17.29
50110,205659.25,556062.62,17.32
50111,205659.25,555972.62,16.0
50112,205659.25,555882.62,17.44
50113,205659.25,555792.62,22.01
50114,205659.25,555702.62,32.83
50115,205659.25,555612.62,26.38
50116,205659.25,555522.62,20.23
50117,205659.25,555432.62,15.5
50118,205659.25,555342.62,15.18
50119,205659.25,555252.62,14.96
50120,205659.25,555162.62,15.11
50121,205659.25,555072.62,15.09
50122,205659.25,554982.62,14.46
50123,205659.25,554892.62,14.54
50124,205659.25,554802.62,14.64
50125,205659.25,554712.62,15.29
50126,205659.25,554622.62,15.72
50127,205659.25,554532.62,16.3
50128,205659.25,554442.62,24.39
50129,205659.25,554352.62,26.83
50130,205659.25,554262.62,31.01
50131,205659.25,554172.62,36.34
50132,205659.25,554082.62,34.36
50133,205659.25,553992.62,49.53
50134,205659.25,553902.62,72.14
50135,205659.25,553812.62,81.67
50136,205659.25,553722.62,80.8
50137,205659.25,553632.62,71.98
50138,205659.25,553542.62,80.68
50139,205659.25,553452.62,69.42
50140,205659.25,553362.62,61.04
50141,205659.25,553272.62,40.85
50142,205659.25,553182.62,30.89
50143,205659.25,553092.62,33.64
50144,205659.25,553002.62,31.52
50145,205659.25,552912.62,31.17
50146,205659.25,552822.62,42.14
50147,205659.25,552732.62,34.92
50148,205659.25,552642.62,22.56
50149,205659.25,552552.62,17.98
50150,205659.25,552462.62,13.97
50151,205659.25,552372.62,12.55
50152,205659.25,552282.62,11.97
50153,205659.25,552192.62,11.98
50154,205659.25,552102.62,11.87
50155,205659.25,552012.62,11.55
50156,205659.25,551922.62,11.47
50157,205659.25,551832.62,12.01
50158,205659.25,551742.62,12.17
50159,205659.25,551652.62,12.45
50160,205659.25,551562.62,12.67
50161,205659.25,551472.62,12.68
50162,205659.25,551382.62,12.54
50163,205659.25,551292.62,12.23
50164,205659.25,551202.62,12.55
50165,205659.25,551112.62,10.43
50166,205659.25,551022.62,11.65
50167,205749.25,556692.62,16.79
50168,205749.25,556602.62,16.54
50169,205749.25,556512.62,16.24
50170,205749.25,556422.62,15.98
50171,205749.25,556332.62,16.43
50172,205749.25,556242.62,15.91
50173,205749.25,556152.62,17.31
50174,205749.25,556062.62,17.32
50175,205749.25,555972.62,16.19
50176,205749.25,555882.62,16.47
50177,205749.25,555792.62,17.84
50178,205749.25,555702.62,27.52
50179,205749.25,555612.62,31.99
50180,205749.25,555522.62,19.53
50181,205749.25,555432.62,15.0
50182,205749.25,555342.62,15.18
50183,205749.25,555252.62,14.98
50184,205749.25,555162.62,14.73
50185,205749.25,555072.62,14.64
50186,205749.25,554982.62,14.39
50187,205749.25,554892.62,14.25
50188,205749.25,554802.62,14.3
50189,205749.25,554712.62,15.58
50190,205749.25,554622.62,15.82
50191,205749.25,554532.62,15.98
50192,205749.25,554442.62,18.47
50193,205749.25,554352.62,22.29
50194,205749.25,554262.62,35.77
50195,205749.25,554172.62,42.77
50196,205749.25,554082.62,47.9
50197,205749.25,553992.62,42.34
50198,205749.25,553902.62,54.27
50199,205749.25,553812.62,66.52
50200,205749.25,553722.62,66.82
50201,205749.25,553632.62,59.18
50202,205749.25,553542.62,61.01
50203,205749.25,553452.62,44.81
50204,205749.25,553362.62,33.66
50205,205749.25,553272.62,26.87
50206,205749.25,553182.62,24.66
50207,205749.25,553092.62,26.09
50208,205749.25,553002.62,23.57
50209,205749.25,552912.62,23.28
50210,205749.25,552822.62,27.29
50211,205749.25,552732.62,20.79
50212,205749.25,552642.62,16.41
50213,205749.25,552552.62,12.97
50214,205749.25,552462.62,12.07
50215,205749.25,552372.62,11.74
50216,205749.25,552282.62,11.57
50217,205749.25,552192.62,12.56
50218,205749.25,552102.62,11.61
50219,205749.25,552012.62,11.66
50220,205749.25,551922.62,11.87
50221,205749.25,551832.62,12.2
50222,205749.25,551742.62,11.71
50223,205749.25,551652.62,12.5
50224,205749.25,551562.62,12.8
50225,205749.25,551472.62,12.62
50226,205749.25,551382.62,12.51
50227,205749.25,551292.62,12.52
50228,205749.25,551202.62,12.95
50229,205749.25,551112.62,11.68
50230,205749.25,551022.62,12.07
50231,205839.25,556692.62,17.6
50232,205839.25,556602.62,16.71
50233,205839.25,556512.62,16.45
50234,205839.25,556422.62,16.39
50235,205839.25,556332.62,15.87
50236,205839.25,556242.62,15.95
50237,205839.25,556152.62,17.26
50238,205839.25,556062.62,16.71
50239,205839.25,555972.62,16.1
50240,205839.25,555882.62,15.91
50241,205839.25,555792.62,15.99
50242,205839.25,555702.62,20.34
50243,205839.25,555612.62,19.41
50244,205839.25,555522.62,15.91
50245,205839.25,555432.62,14.85
50246,205839.25,555342.62,15.1
50247,205839.25,555252.62,15.04
50248,205839.25,555162.62,14.65
50249,205839.25,555072.62,14.63
50250,205839.25,554982.62,14.33
50251,205839.25,554892.62,14.23
50252,205839.25,554802.62,14.94
50253,205839.25,554712.62,15.44
50254,205839.25,554622.62,15.86
50255,205839.25,554532.62,16.15
50256,205839.25,554442.62,22.29
50257,205839.25,554352.62,29.41
50258,205839.25,554262.62,39.09
50259,205839.25,554172.62,36.05
50260,205839.25,554082.62,35.22
50261,205839.25,553992.62,34.34
50262,205839.25,553902.62,40.87
50263,205839.25,553812.62,45.75
50264,205839.25,553722.62,46.18
50265,205839.25,553632.62,46.39
50266,205839.25,553542.62,47.04
50267,205839.25,553452.62,30.71
50268,205839.25,553362.62,25.2
50269,205839.25,553272.62,18.5
50270,205839.25,553182.62,16.95
50271,205839.25,553092.62,18.0
50272,205839.25,553002.62,16.23
50273,205839.25,552912.62,19.55
50274,205839.25,552822.62,21.42
50275,205839.25,552732.62,14.99
50276,205839.25,552642.62,12.86
50277,205839.25,552552.62,11.95
50278,205839.25,552462.62,11.63
50279,205839.25,552372.62,11.79
50280,205839.25,552282.62,11.8
50281,205839.25,552192.62,11.99
50282,205839.25,552102.62,12.17
50283,205839.25,552012.62,12.13
50284,205839.25,551922.62,12.36
50285,205839.25,551832.62,12.59
50286,205839.25,551742.62,12.42
50287,205839.25,551652.62,12.65
50288,205839.25,551562.62,12.63
50289,205839.25,551472.62,12.79
50290,205839.25,551382.62,13.15
50291,205839.25,551292.62,12.43
50292,205839.25,551202.62,12.91
50293,205839.25,551112.62,12.5
50294,205839.25,551022.62,11.06
50295,205839.25,550932.62,11.39
50296,205929.25,556782.62,19.97
50297,205929.25,556692.62,19.77
50298,205929.25,556602.62,19.59
50299,205929.25,556512.62,19.54
50300,205929.25,556422.62,19.52
50301,205929.25,556332.62,19.41
50302,205929.25,556242.62,19.32
50303,205929.25,556152.62,19.63
50304,205929.25,556062.62,19.38
50305,205929.25,555972.62,19.14
50306,205929.25,555882.62,19.09
50307,205929.25,555792.62,17.45
50308,205929.25,555702.62,17.27
50309,205929.25,555612.62,16.65
50310,205929.25,555522.62,16.3
50311,205929.25,555432.62,16.49
50312,205929.25,555342.62,15.76
50313,205929.25,555252.62,14.8
50314,205929.25,555162.62,16.53
50315,205929.25,555072.62,15.33
50316,205929.25,554982.62,14.46
50317,205929.25,554892.62,14.41
50318,205929.25,554802.62,16.28
50319,205929.25,554712.62,16.26
50320,205929.25,554622.62,15.19
50321,205929.25,554532.62,14.93
50322,205929.25,554442.62,26.03
50323,205929.25,554352.62,28.2
50324,205929.25,554262.62,21.93
50325,205929.25,554172.62,19.7
50326,205929.25,554082.62,18.27
50327,205929.25,553992.62,18.53
50328,205929.25,553902.62,19.66
50329,205929.25,553812.62,18.9
50330,205929.25,553722.62,19.91
50331,205929.25,553632.62,20.9
50332,205929.25,553542.62,19.12
50333,205929.25,553452.62,15.94
50334,205929.25,553362.62,14.98
50335,205929.25,553272.62,13.66
50336,205929.25,553182.62,13.08
50337,205929.25,553092.62,13.2
50338,205929.25,553002.62,12.81
50339,205929.25,552912.62,13.19
50340,205929.25,552822.62,13.53
50341,205929.25,552732.62,12.32
50342,205929.25,552642.62,12.16
50343,205929.25,552552.62,11.84
50344,205929.25,552462.62,11.77
50345,205929.25,552372.62,11.84
50346,205929.25,552282.62,11.91
50347,205929.25,552192.62,11.99
50348,205929.25,552102.62,12.68
50349,205929.25,552012.62,12.76
50350,205929.25,551922.62,12.57
50351,205929.25,551832.62,12.84
50352,205929.25,551742.62,12.59
50353,205929.25,551652.62,12.82
50354,205929.25,551562.62,12.73
50355,205929.25,551472.62,12.74
50356,205929.25,551382.62,12.73
50357,205929.25,551292.62,12.46
50358,205929.25,551202.62,12.65
50359,205929.25,551112.62,12.78
50360,205929.25,551022.62,12.68
50361,205929.25,550932.62,13.02
50362,206019.25,556782.62,21.34
50363,206019.25,556692.62,20.26
50364,206019.25,556602.62,20.2
50365,206019.25,556512.62,20.08
50366,206019.25,556422.62,20.45
50367,206019.25,556332.62,20.23
50368,206019.25,556242.62,20.13
50369,206019.25,556152.62,20.17
50370,206019.25,556062.62,20.15
50371,206019.25,555972.62,20.2
50372,206019.25,555882.62,20.15
50373,206019.25,555792.62,19.36
50374,206019.25,555702.62,16.27
50375,206019.25,555612.62,16.8
50376,206019.25,555522.62,16.21
50377,206019.25,555432.62,17.07
50378,206019.25,555342.62,13.58
50379,206019.25,555252.62,11.74
50380,206019.25,555162.62,11.56
50381,206019.25,555072.62,11.63
50382,206019.25,554982.62,13.86
50383,206019.25,554892.62,13.79
50384,206019.25,554802.62,16.29
50385,206019.25,554712.62,16.97
50386,206019.25,554622.62,13.67
50387,206019.25,554532.62,15.51
50388,206019.25,554442.62,17.41
50389,206019.25,554352.62,17.7
50390,206019.25,554262.62,17.17
50391,206019.25,554172.62,14.52
50392,206019.25,554082.62,15.16
50393,206019.25,553992.62,15.14
50394,206019.25,553902.62,14.93
50395,206019.25,553812.62,14.17
50396,206019.25,553722.62,14.36
50397,206019.25,553632.62,13.22
50398,206019.25,553542.62,13.22
50399,206019.25,553452.62,13.39
50400,206019.25,553362.62,12.4
50401,206019.25,553272.62,12.63
50402,206019.25,553182.62,12.62
50403,206019.25,553092.62,12.26
50404,206019.25,553002.62,12.22
50405,206019.25,552912.62,11.96
50406,206019.25,552822.62,11.89
50407,206019.25,552732.62,11.9
50408,206019.25,552642.62,12.09
50409,206019.25,552552.62,11.92
50410,206019.25,552462.62,12.44
50411,206019.25,552372.62,12.41
50412,206019.25,552282.62,12.6
50413,206019.25,552192.62,12.68
50414,206019.25,552102.62,12.64
50415,206019.25,552012.62,12.95
50416,206019.25,551922.62,12.91
50417,206019.25,551832.62,12.63
50418,206019.25,551742.62,12.68
50419,206019.25,551652.62,12.83
50420,206019.25,551562.62,12.69
50421,206019.25,551472.62,12.7
50422,206019.25,551382.62,12.82
50423,206019.25,551292.62,12.55
50424,206019.25,551202.62,12.65
50425,206019.25,551112.62,12.88
50426,206019.25,551022.62,14.53
50427,206019.25,550932.62,11.38
50428,206019.25,550842.62,8.52
50429,206109.25,556872.62,19.98
50430,206109.25,556782.62,20.07
50431,206109.25,556692.62,20.44
50432,206109.25,556602.62,20.33
50433,206109.25,556512.62,20.27
50434,206109.25,556422.62,20.07
50435,206109.25,556332.62,20.08
50436,206109.25,556242.62,20.01
50437,206109.25,556152.62,16.93
50438,206109.25,556062.62,19.57
50439,206109.25,555972.62,19.71
50440,206109.25,555882.62,19.62
50441,206109.25,555792.62,19.31
50442,206109.25,555702.62,17.99
50443,206109.25,555612.62,16.4
50444,206109.25,555522.62,14.42
50445,206109.25,555432.62,11.73
50446,206109.25,555342.62,10.41
50447,206109.25,555252.62,11.38
50448,206109.25,555162.62,11.8
50449,206109.25,555072.62,11.73
50450,206109.25,554982.62,10.56
50451,206109.25,554892.62,10.48
50452,206109.25,554802.62,11.83
50453,206109.25,554712.62,13.24
50454,206109.25,554622.62,13.16
50455,206109.25,554532.62,14.49
50456,206109.25,554442.62,15.6
50457,206109.25,554352.62,17.62
50458,206109.25,554262.62,14.85
50459,206109.25,554172.62,14.07
50460,206109.25,554082.62,15.52
50461,206109.25,553992.62,15.7
50462,206109.25,553902.62,14.78
50463,206109.25,553812.62,14.23
50464,206109.25,553722.62,14.17
50465,206109.25,553632.62,14.27
50466,206109.25,553542.62,13.37
50467,206109.25,553452.62,12.78
50468,206109.25,553362.62,12.61
50469,206109.25,553272.62,12.61
