,AREA,PERIMETER,ELEVATION
32902,185897.98,541718.62,13.4
32903,185897.98,541628.62,17.41
32904,185897.98,541538.62,24.73
32905,185897.98,541448.62,27.24
32906,185897.98,541358.62,24.74
32907,185897.98,541268.62,18.75
32908,185897.98,541178.62,12.85
32909,185987.98,545678.62,23.43
32910,185987.98,545588.62,21.96
32911,185987.98,545498.62,22.99
32912,185987.98,545408.62,30.22
32913,185987.98,545318.62,42.3
32914,185987.98,545228.62,47.34
32915,185987.98,545138.62,46.48
32916,185987.98,545048.62,39.96
32917,185987.98,544958.62,30.74
32918,185987.98,544868.62,27.28
32919,185987.98,544778.62,25.9
32920,185987.98,544688.62,26.34
32921,185987.98,544598.62,33.92
32922,185987.98,544508.62,44.61
32923,185987.98,544418.62,39.08
32924,185987.98,544328.62,27.19
32925,185987.98,544238.62,20.66
32926,185987.98,544148.62,18.93
32927,185987.98,544058.62,17.24
32928,185987.98,543968.62,14.23
32929,185987.98,543878.62,13.73
32930,185987.98,543788.62,13.65
32931,185987.98,543698.62,14.2
32932,185987.98,543608.62,14.96
32933,185987.98,543518.62,21.56
32934,185987.98,543428.62,32.17
32935,185987.98,543338.62,39.34
32936,185987.98,543248.62,43.14
32937,185987.98,543158.62,42.2
32938,185987.98,543068.62,46.34
32939,185987.98,542978.62,49.77
32940,185987.98,542888.62,46.81
32941,185987.98,542798.62,33.98
32942,185987.98,542708.62,16.63
32943,185987.98,542618.62,14.25
32944,185987.98,542528.62,15.16
32945,185987.98,542438.62,17.18
32946,185987.98,542348.62,18.83
32947,185987.98,542258.62,18.2
32948,185987.98,542168.62,17.32
32949,185987.98,542078.62,16.72
32950,185987.98,541988.62,15.42
32951,185987.98,541898.62,14.82
32952,185987.98,541808.62,14.07
32953,185987.98,541718.62,14.62
32954,185987.98,541628.62,19.5
32955,185987.98,541538.62,26.02
32956,185987.98,541448.62,23.87
32957,185987.98,541358.62,20.45
32958,185987.98,541268.62,18.09
32959,185987.98,541178.62,12.82
32960,186077.98,545678.62,23.36
32961,186077.98,545588.62,20.5
32962,186077.98,545498.62,20.52
32963,186077.98,545408.62,23.3
32964,186077.98,545318.62,28.45
32965,186077.98,545228.62,32.57
32966,186077.98,545138.62,36.79
32967,186077.98,545048.62,36.26
32968,186077.98,544958.62,27.28
32969,186077.98,544868.62,22.7
32970,186077.98,544778.62,21.8
32971,186077.98,544688.62,23.7
32972,186077.98,544598.62,31.28
32973,186077.98,544508.62,40.17
32974,186077.98,544418.62,38.28
32975,186077.98,544328.62,27.5
32976,186077.98,544238.62,19.57
32977,186077.98,544148.62,15.67
32978,186077.98,544058.62,14.71
32979,186077.98,543968.62,13.98
32980,186077.98,543878.62,13.38
32981,186077.98,543788.62,13.15
32982,186077.98,543698.62,13.62
32983,186077.98,543608.62,14.88
32984,186077.98,543518.62,22.42
32985,186077.98,543428.62,38.15
32986,186077.98,543338.62,56.41
32987,186077.98,543248.62,63.02
32988,186077.98,543158.62,53.12
32989,186077.98,543068.62,58.11
32990,186077.98,542978.62,62.39
32991,186077.98,542888.62,52.07
32992,186077.98,542798.62,32.77
32993,186077.98,542708.62,21.3
32994,186077.98,542618.62,15.02
32995,186077.98,542528.62,11.49
32996,186077.98,542438.62,12.57
32997,186077.98,542348.62,14.52
32998,186077.98,542258.62,15.16
32999,186077.98,542168.62,15.13
33000,186077.98,542078.62,15.41
33001,186077.98,541988.62,15.94
33002,186077.98,541898.62,15.18
33003,186077.98,541808.62,14.11
33004,186077.98,541718.62,14.56
33005,186077.98,541628.62,14.62
33006,186077.98,541538.62,16.55
33007,186077.98,541448.62,17.87
33008,186077.98,541358.62,16.75
33009,186077.98,541268.62,17.28
33010,186077.98,541178.62,14.0
33011,186167.98,545768.62,26.25
33012,186167.98,545678.62,23.62
33013,186167.98,545588.62,20.45
33014,186167.98,545498.62,19.89
33015,186167.98,545408.62,18.32
33016,186167.98,545318.62,18.02
33017,186167.98,545228.62,23.64
33018,186167.98,545138.62,28.97
33019,186167.98,545048.62,24.73
33020,186167.98,544958.62,20.3
33021,186167.98,544868.62,19.17
33022,186167.98,544778.62,19.19
33023,186167.98,544688.62,22.88
33024,186167.98,544598.62,31.63
33025,186167.98,544508.62,41.12
33026,186167.98,544418.62,44.51
33027,186167.98,544328.62,33.03
33028,186167.98,544238.62,20.07
33029,186167.98,544148.62,14.25
33030,186167.98,544058.62,13.63
33031,186167.98,543968.62,13.31
33032,186167.98,543878.62,13.19
33033,186167.98,543788.62,13.07
33034,186167.98,543698.62,14.21
33035,186167.98,543608.62,18.24
33036,186167.98,543518.62,31.37
33037,186167.98,543428.62,52.36
33038,186167.98,543338.62,72.52
33039,186167.98,543248.62,81.22
33040,186167.98,543158.62,75.45
33041,186167.98,543068.62,83.27
33042,186167.98,542978.62,87.58
33043,186167.98,542888.62,73.51
33044,186167.98,542798.62,44.4
33045,186167.98,542708.62,23.65
33046,186167.98,542618.62,16.09
33047,186167.98,542528.62,11.13
33048,186167.98,542438.62,10.27
33049,186167.98,542348.62,11.86
33050,186167.98,542258.62,14.28
33051,186167.98,542168.62,14.54
33052,186167.98,542078.62,14.59
33053,186167.98,541988.62,14.59
33054,186167.98,541898.62,14.49
33055,186167.98,541808.62,14.58
33056,186167.98,541718.62,14.5
33057,186167.98,541628.62,14.54
33058,186167.98,541538.62,17.29
33059,186167.98,541448.62,18.71
33060,186167.98,541358.62,16.91
33061,186167.98,541268.62,18.88
33062,186167.98,541178.62,15.03
33063,186257.98,545858.62,29.85
33064,186257.98,545768.62,29.87
33065,186257.98,545678.62,25.83
33066,186257.98,545588.62,22.6
33067,186257.98,545498.62,22.55
33068,186257.98,545408.62,21.18
33069,186257.98,545318.62,18.73
33070,186257.98,545228.62,17.03
33071,186257.98,545138.62,17.0
33072,186257.98,545048.62,17.38
33073,186257.98,544958.62,17.63
33074,186257.98,544868.62,17.07
33075,186257.98,544778.62,17.47
33076,186257.98,544688.62,20.03
33077,186257.98,544598.62,26.37
33078,186257.98,544508.62,34.36
33079,186257.98,544418.62,38.94
33080,186257.98,544328.62,36.08
33081,186257.98,544238.62,25.44
33082,186257.98,544148.62,14.69
33083,186257.98,544058.62,13.21
33084,186257.98,543968.62,12.62
33085,186257.98,543878.62,12.93
33086,186257.98,543788.62,13.76
33087,186257.98,543698.62,15.81
33088,186257.98,543608.62,22.39
33089,186257.98,543518.62,39.36
33090,186257.98,543428.62,61.54
33091,186257.98,543338.62,78.28
33092,186257.98,543248.62,88.75
33093,186257.98,543158.62,92.19
33094,186257.98,543068.62,103.35
33095,186257.98,542978.62,107.76
33096,186257.98,542888.62,82.6
33097,186257.98,542798.62,50.94
33098,186257.98,542708.62,24.0
33099,186257.98,542618.62,16.29
33100,186257.98,542528.62,11.63
33101,186257.98,542438.62,10.56
33102,186257.98,542348.62,12.41
33103,186257.98,542258.62,13.73
33104,186257.98,542168.62,13.92
33105,186257.98,542078.62,13.36
33106,186257.98,541988.62,13.01
33107,186257.98,541898.62,12.96
33108,186257.98,541808.62,13.05
33109,186257.98,541718.62,13.28
33110,186257.98,541628.62,13.89
33111,186257.98,541538.62,14.18
33112,186257.98,541448.62,14.63
33113,186257.98,541358.62,13.5
33114,186257.98,541268.62,10.94
33115,186257.98,541178.62,11.12
33116,186347.98,545858.62,36.69
33117,186347.98,545768.62,33.48
33118,186347.98,545678.62,26.77
33119,186347.98,545588.62,26.32
33120,186347.98,545498.62,26.91
33121,186347.98,545408.62,22.61
33122,186347.98,545318.62,18.03
33123,186347.98,545228.62,17.04
33124,186347.98,545138.62,16.05
33125,186347.98,545048.62,15.46
33126,186347.98,544958.62,15.55
33127,186347.98,544868.62,15.7
33128,186347.98,544778.62,16.37
33129,186347.98,544688.62,18.73
33130,186347.98,544598.62,23.06
33131,186347.98,544508.62,28.75
33132,186347.98,544418.62,32.79
33133,186347.98,544328.62,34.33
33134,186347.98,544238.62,29.21
33135,186347.98,544148.62,14.7
33136,186347.98,544058.62,12.62
33137,186347.98,543968.62,12.32
33138,186347.98,543878.62,12.83
33139,186347.98,543788.62,14.45
33140,186347.98,543698.62,18.39
33141,186347.98,543608.62,24.6
33142,186347.98,543518.62,32.36
33143,186347.98,543428.62,41.91
33144,186347.98,543338.62,53.11
33145,186347.98,543248.62,68.69
33146,186347.98,543158.62,88.66
33147,186347.98,543068.62,99.78
33148,186347.98,542978.62,95.95
33149,186347.98,542888.62,92.21
33150,186347.98,542798.62,68.73
33151,186347.98,542708.62,29.05
33152,186347.98,542618.62,16.59
33153,186347.98,542528.62,13.14
33154,186347.98,542438.62,11.55
33155,186347.98,542348.62,12.57
33156,186347.98,542258.62,12.72
33157,186347.98,542168.62,11.83
33158,186347.98,542078.62,10.79
33159,186347.98,541988.62,9.97
33160,186347.98,541898.62,9.31
33161,186347.98,541808.62,9.21
33162,186347.98,541718.62,10.01
33163,186347.98,541628.62,11.48
33164,186347.98,541538.62,12.56
33165,186347.98,541448.62,12.97
33166,186347.98,541358.62,13.5
33167,186347.98,541268.62,14.3
33168,186347.98,541178.62,14.1
33169,186437.98,545948.62,43.85
33170,186437.98,545858.62,39.86
33171,186437.98,545768.62,32.86
33172,186437.98,545678.62,30.29
33173,186437.98,545588.62,31.38
33174,186437.98,545498.62,32.29
33175,186437.98,545408.62,27.05
33176,186437.98,545318.62,24.38
33177,186437.98,545228.62,23.55
33178,186437.98,545138.62,21.22
33179,186437.98,545048.62,18.96
33180,186437.98,544958.62,16.79
33181,186437.98,544868.62,15.06
33182,186437.98,544778.62,15.3
33183,186437.98,544688.62,15.83
33184,186437.98,544598.62,17.49
33185,186437.98,544508.62,22.06
33186,186437.98,544418.62,23.12
33187,186437.98,544328.62,22.3
33188,186437.98,544238.62,20.72
33189,186437.98,544148.62,13.63
33190,186437.98,544058.62,12.37
33191,186437.98,543968.62,12.19
33192,186437.98,543878.62,12.85
33193,186437.98,543788.62,17.77
33194,186437.98,543698.62,29.8
33195,186437.98,543608.62,42.54
33196,186437.98,543518.62,49.08
33197,186437.98,543428.62,54.2
33198,186437.98,543338.62,62.61
33199,186437.98,543248.62,79.31
33200,186437.98,543158.62,99.42
33201,186437.98,543068.62,95.2
33202,186437.98,542978.62,78.89
33203,186437.98,542888.62,69.84
33204,186437.98,542798.62,58.44
33205,186437.98,542708.62,32.3
33206,186437.98,542618.62,15.68
33207,186437.98,542528.62,10.01
33208,186437.98,542438.62,10.41
33209,186437.98,542348.62,15.33
33210,186437.98,542258.62,18.6
33211,186437.98,542168.62,16.76
33212,186437.98,542078.62,13.93
33213,186437.98,541988.62,12.39
33214,186437.98,541898.62,12.16
33215,186437.98,541808.62,11.61
33216,186437.98,541718.62,11.72
33217,186437.98,541628.62,12.33
33218,186437.98,541538.62,12.92
33219,186437.98,541448.62,12.9
33220,186437.98,541358.62,12.29
33221,186437.98,541268.62,12.67
33222,186437.98,541178.62,13.41
33223,186527.98,545948.62,55.36
33224,186527.98,545858.62,51.67
33225,186527.98,545768.62,44.35
33226,186527.98,545678.62,40.69
33227,186527.98,545588.62,46.39
33228,186527.98,545498.62,49.44
33229,186527.98,545408.62,44.76
33230,186527.98,545318.62,43.53
33231,186527.98,545228.62,43.65
33232,186527.98,545138.62,39.67
33233,186527.98,545048.62,33.2
33234,186527.98,544958.62,23.84
33235,186527.98,544868.62,16.9
33236,186527.98,544778.62,14.64
33237,186527.98,544688.62,14.37
33238,186527.98,544598.62,14.36
33239,186527.98,544508.62,14.08
33240,186527.98,544418.62,15.25
33241,186527.98,544328.62,17.14
33242,186527.98,544238.62,16.08
33243,186527.98,544148.62,14.13
33244,186527.98,544058.62,12.08
33245,186527.98,543968.62,12.16
33246,186527.98,543878.62,14.71
33247,186527.98,543788.62,28.63
33248,186527.98,543698.62,48.78
33249,186527.98,543608.62,59.97
33250,186527.98,543518.62,67.14
33251,186527.98,543428.62,71.67
33252,186527.98,543338.62,72.99
33253,186527.98,543248.62,69.15
33254,186527.98,543158.62,74.49
33255,186527.98,543068.62,65.84
33256,186527.98,542978.62,57.74
33257,186527.98,542888.62,54.03
33258,186527.98,542798.62,44.0
33259,186527.98,542708.62,38.03
33260,186527.98,542618.62,14.93
33261,186527.98,542528.62,10.97
33262,186527.98,542438.62,12.07
33263,186527.98,542348.62,19.31
33264,186527.98,542258.62,28.33
33265,186527.98,542168.62,27.66
33266,186527.98,542078.62,20.23
33267,186527.98,541988.62,13.6
33268,186527.98,541898.62,12.79
33269,186527.98,541808.62,11.19
33270,186527.98,541718.62,11.23
33271,186527.98,541628.62,11.31
33272,186527.98,541538.62,11.82
33273,186527.98,541448.62,12.78
33274,186527.98,541358.62,12.64
33275,186527.98,541268.62,12.77
33276,186527.98,541178.62,13.07
33277,186617.98,546038.62,69.4
33278,186617.98,545948.62,60.71
33279,186617.98,545858.62,57.0
33280,186617.98,545768.62,47.5
33281,186617.98,545678.62,48.96
33282,186617.98,545588.62,55.27
33283,186617.98,545498.62,49.76
33284,186617.98,545408.62,45.37
33285,186617.98,545318.62,48.25
33286,186617.98,545228.62,50.26
33287,186617.98,545138.62,45.64
33288,186617.98,545048.62,37.75
33289,186617.98,544958.62,26.86
33290,186617.98,544868.62,20.31
33291,186617.98,544778.62,15.64
33292,186617.98,544688.62,14.22
33293,186617.98,544598.62,13.82
33294,186617.98,544508.62,13.56
33295,186617.98,544418.62,14.54
33296,186617.98,544328.62,15.77
33297,186617.98,544238.62,15.56
33298,186617.98,544148.62,14.91
33299,186617.98,544058.62,11.94
33300,186617.98,543968.62,11.84
33301,186617.98,543878.62,15.98
33302,186617.98,543788.62,33.79
33303,186617.98,543698.62,61.21
33304,186617.98,543608.62,81.88
33305,186617.98,543518.62,84.11
33306,186617.98,543428.62,65.08
33307,186617.98,543338.62,49.8
33308,186617.98,543248.62,47.11
33309,186617.98,543158.62,61.7
33310,186617.98,543068.62,64.33
33311,186617.98,542978.62,49.19
33312,186617.98,542888.62,47.62
33313,186617.98,542798.62,45.78
33314,186617.98,542708.62,50.4
33315,186617.98,542618.62,18.78
33316,186617.98,542528.62,12.2
33317,186617.98,542438.62,10.51
33318,186617.98,542348.62,12.37
33319,186617.98,542258.62,17.43
33320,186617.98,542168.62,23.31
33321,186617.98,542078.62,22.14
33322,186617.98,541988.62,18.96
33323,186617.98,541898.62,16.63
33324,186617.98,541808.62,13.11
33325,186617.98,541718.62,11.67
33326,186617.98,541628.62,11.55
33327,186617.98,541538.62,11.64
33328,186617.98,541448.62,12.02
33329,186617.98,541358.62,12.82
33330,186617.98,541268.62,14.76
33331,186707.98,546038.62,54.97
33332,186707.98,545948.62,41.93
33333,186707.98,545858.62,38.11
33334,186707.98,545768.62,34.76
33335,186707.98,545678.62,43.6
33336,186707.98,545588.62,50.0
33337,186707.98,545498.62,36.48
33338,186707.98,545408.62,33.25
33339,186707.98,545318.62,43.76
33340,186707.98,545228.62,49.85
33341,186707.98,545138.62,36.63
33342,186707.98,545048.62,29.08
33343,186707.98,544958.62,23.47
33344,186707.98,544868.62,17.84
33345,186707.98,544778.62,15.98
33346,186707.98,544688.62,14.43
33347,186707.98,544598.62,13.67
33348,186707.98,544508.62,13.41
33349,186707.98,544418.62,13.52
33350,186707.98,544328.62,13.96
33351,186707.98,544238.62,19.34
33352,186707.98,544148.62,21.09
33353,186707.98,544058.62,12.25
33354,186707.98,543968.62,12.03
33355,186707.98,543878.62,15.38
33356,186707.98,543788.62,24.88
33357,186707.98,543698.62,39.08
33358,186707.98,543608.62,61.29
33359,186707.98,543518.62,66.16
33360,186707.98,543428.62,50.42
33361,186707.98,543338.62,44.79
33362,186707.98,543248.62,35.89
33363,186707.98,543158.62,38.29
33364,186707.98,543068.62,44.86
33365,186707.98,542978.62,34.46
33366,186707.98,542888.62,29.46
33367,186707.98,542798.62,37.32
33368,186707.98,542708.62,46.54
33369,186707.98,542618.62,21.35
33370,186707.98,542528.62,10.15
33371,186707.98,542438.62,9.22
33372,186707.98,542348.62,11.56
33373,186707.98,542258.62,11.98
33374,186707.98,542168.62,14.42
33375,186707.98,542078.62,16.99
33376,186707.98,541988.62,16.04
33377,186707.98,541898.62,15.19
33378,186707.98,541808.62,15.06
33379,186707.98,541718.62,12.99
33380,186707.98,541628.62,12.31
33381,186707.98,541538.62,13.3
33382,186707.98,541448.62,15.25
33383,186707.98,541358.62,17.54
33384,186797.98,546128.62,48.16
33385,186797.98,546038.62,46.79
33386,186797.98,545948.62,33.44
33387,186797.98,545858.62,29.82
33388,186797.98,545768.62,31.85
33389,186797.98,545678.62,36.37
33390,186797.98,545588.62,37.25
33391,186797.98,545498.62,30.65
33392,186797.98,545408.62,29.42
33393,186797.98,545318.62,38.03
33394,186797.98,545228.62,43.6
33395,186797.98,545138.62,32.75
33396,186797.98,545048.62,28.43
33397,186797.98,544958.62,23.31
33398,186797.98,544868.62,19.04
33399,186797.98,544778.62,16.85
33400,186797.98,544688.62,15.24
33401,186797.98,544598.62,13.97
33402,186797.98,544508.62,13.17
33403,186797.98,544418.62,13.03
33404,186797.98,544328.62,13.53
33405,186797.98,544238.62,23.17
33406,186797.98,544148.62,27.2
33407,186797.98,544058.62,14.03
33408,186797.98,543968.62,14.42
33409,186797.98,543878.62,13.21
33410,186797.98,543788.62,18.81
33411,186797.98,543698.62,27.62
33412,186797.98,543608.62,36.01
33413,186797.98,543518.62,43.75
33414,186797.98,543428.62,41.48
33415,186797.98,543338.62,33.95
33416,186797.98,543248.62,29.11
33417,186797.98,543158.62,24.21
33418,186797.98,543068.62,27.72
33419,186797.98,542978.62,23.62
33420,186797.98,542888.62,19.23
33421,186797.98,542798.62,23.45
33422,186797.98,542708.62,26.54
33423,186797.98,542618.62,16.58
33424,186797.98,542528.62,9.48
33425,186797.98,542438.62,9.05
33426,186797.98,542348.62,11.25
33427,186797.98,542258.62,11.49
33428,186797.98,542168.62,12.49
33429,186797.98,542078.62,13.55
33430,186797.98,541988.62,13.03
33431,186797.98,541898.62,12.05
33432,186797.98,541808.62,11.98
33433,186797.98,541718.62,12.39
33434,186797.98,541628.62,12.98
33435,186797.98,541538.62,15.08
33436,186797.98,541448.62,18.45
33437,186887.98,546128.62,49.28
33438,186887.98,546038.62,42.32
33439,186887.98,545948.62,32.39
33440,186887.98,545858.62,27.91
33441,186887.98,545768.62,30.74
33442,186887.98,545678.62,34.56
33443,186887.98,545588.62,34.93
33444,186887.98,545498.62,28.38
33445,186887.98,545408.62,24.6
33446,186887.98,545318.62,30.34
33447,186887.98,545228.62,36.83
33448,186887.98,545138.62,32.95
33449,186887.98,545048.62,31.18
33450,186887.98,544958.62,28.24
33451,186887.98,544868.62,24.66
33452,186887.98,544778.62,21.4
33453,186887.98,544688.62,18.12
33454,186887.98,544598.62,15.58
33455,186887.98,544508.62,13.72
33456,186887.98,544418.62,12.48
33457,186887.98,544328.62,12.42
33458,186887.98,544238.62,18.12
33459,186887.98,544148.62,21.41
33460,186887.98,544058.62,13.31
33461,186887.98,543968.62,13.22
33462,186887.98,543878.62,12.7
33463,186887.98,543788.62,13.33
33464,186887.98,543698.62,18.61
33465,186887.98,543608.62,25.49
33466,186887.98,543518.62,30.34
33467,186887.98,543428.62,27.24
33468,186887.98,543338.62,21.87
33469,186887.98,543248.62,20.96
33470,186887.98,543158.62,16.55
33471,186887.98,543068.62,17.13
33472,186887.98,542978.62,17.54
33473,186887.98,542888.62,15.66
33474,186887.98,542798.62,15.99
33475,186887.98,542708.62,17.5
33476,186887.98,542618.62,15.01
33477,186887.98,542528.62,9.59
33478,186887.98,542438.62,9.33
33479,186887.98,542348.62,11.08
33480,186887.98,542258.62,11.11
33481,186887.98,542168.62,12.0
33482,186887.98,542078.62,13.24
33483,186887.98,541988.62,12.77
33484,186887.98,541898.62,11.9
33485,186887.98,541808.62,12.16
33486,186887.98,541718.62,12.69
33487,186887.98,541628.62,13.32
33488,186887.98,541538.62,14.29
33489,186977.98,546128.62,33.04
33490,186977.98,546038.62,27.07
33491,186977.98,545948.62,23.18
33492,186977.98,545858.62,25.39
33493,186977.98,545768.62,31.1
33494,186977.98,545678.62,33.38
33495,186977.98,545588.62,31.6
33496,186977.98,545498.62,27.42
33497,186977.98,545408.62,23.13
33498,186977.98,545318.62,23.0
33499,186977.98,545228.62,28.45
33500,186977.98,545138.62,31.47
33501,186977.98,545048.62,29.47
33502,186977.98,544958.62,28.45
33503,186977.98,544868.62,28.54
33504,186977.98,544778.62,29.03
33505,186977.98,544688.62,27.12
33506,186977.98,544598.62,21.08
33507,186977.98,544508.62,16.83
33508,186977.98,544418.62,12.56
33509,186977.98,544328.62,11.51
33510,186977.98,544238.62,12.67
33511,186977.98,544148.62,13.83
33512,186977.98,544058.62,13.08
33513,186977.98,543968.62,12.87
33514,186977.98,543878.62,12.33
33515,186977.98,543788.62,11.75
33516,186977.98,543698.62,13.47
33517,186977.98,543608.62,17.31
33518,186977.98,543518.62,19.13
33519,186977.98,543428.62,17.51
33520,186977.98,543338.62,14.98
33521,186977.98,543248.62,13.96
33522,186977.98,543158.62,13.26
33523,186977.98,543068.62,13.4
33524,186977.98,542978.62,14.1
33525,186977.98,542888.62,13.62
33526,186977.98,542798.62,12.29
33527,186977.98,542708.62,11.44
33528,186977.98,542618.62,10.42
33529,186977.98,542528.62,10.15
33530,186977.98,542438.62,10.93
33531,186977.98,542348.62,11.11
33532,186977.98,542258.62,11.26
33533,186977.98,542168.62,11.66
33534,186977.98,542078.62,12.43
33535,186977.98,541988.62,13.05
33536,186977.98,541898.62,13.3
33537,186977.98,541808.62,14.04
33538,186977.98,541718.62,14.32
33539,186977.98,541628.62,14.36
33540,187067.98,546128.62,22.82
33541,187067.98,546038.62,21.26
33542,187067.98,545948.62,20.71
33543,187067.98,545858.62,23.47
33544,187067.98,545768.62,27.82
33545,187067.98,545678.62,34.5
33546,187067.98,545588.62,39.42
33547,187067.98,545498.62,34.25
33548,187067.98,545408.62,27.13
33549,187067.98,545318.62,21.0
33550,187067.98,545228.62,23.86
33551,187067.98,545138.62,29.28
33552,187067.98,545048.62,27.35
33553,187067.98,544958.62,26.91
33554,187067.98,544868.62,32.92
33555,187067.98,544778.62,40.4
33556,187067.98,544688.62,40.06
33557,187067.98,544598.62,27.55
33558,187067.98,544508.62,20.06
33559,187067.98,544418.62,14.23
33560,187067.98,544328.62,11.75
33561,187067.98,544238.62,11.36
33562,187067.98,544148.62,11.16
33563,187067.98,544058.62,11.71
33564,187067.98,543968.62,12.51
33565,187067.98,543878.62,12.24
33566,187067.98,543788.62,11.32
33567,187067.98,543698.62,11.34
33568,187067.98,543608.62,11.72
33569,187067.98,543518.62,12.28
33570,187067.98,543428.62,12.38
33571,187067.98,543338.62,12.13
33572,187067.98,543248.62,12.17
33573,187067.98,543158.62,12.14
33574,187067.98,543068.62,12.2
33575,187067.98,542978.62,12.39
33576,187067.98,542888.62,12.09
33577,187067.98,542798.62,11.26
33578,187067.98,542708.62,10.05
33579,187067.98,542618.62,9.6
33580,187067.98,542528.62,10.66
33581,187067.98,542438.62,11.1
33582,187067.98,542348.62,11.16
33583,187067.98,542258.62,11.24
33584,187067.98,542168.62,11.55
33585,187067.98,542078.62,13.42
33586,187067.98,541988.62,16.61
33587,187067.98,541898.62,18.87
33588,187067.98,541808.62,20.53
33589,187067.98,541718.62,19.97
33590,187157.98,546128.62,18.75
33591,187157.98,546038.62,17.92
33592,187157.98,545948.62,19.91
33593,187157.98,545858.62,26.23
33594,187157.98,545768.62,32.02
33595,187157.98,545678.62,41.45
33596,187157.98,545588.62,52.42
33597,187157.98,545498.62,48.05
33598,187157.98,545408.62,36.0
33599,187157.98,545318.62,21.98
33600,187157.98,545228.62,17.73
33601,187157.98,545138.62,20.38
33602,187157.98,545048.62,20.67
33603,187157.98,544958.62,27.12
33604,187157.98,544868.62,41.64
33605,187157.98,544778.62,41.39
33606,187157.98,544688.62,33.12
33607,187157.98,544598.62,24.21
33608,187157.98,544508.62,17.78
33609,187157.98,544418.62,14.29
33610,187157.98,544328.62,12.96
33611,187157.98,544238.62,12.0
33612,187157.98,544148.62,11.76
33613,187157.98,544058.62,11.52
33614,187157.98,543968.62,11.72
33615,187157.98,543878.62,11.89
33616,187157.98,543788.62,11.16
33617,187157.98,543698.62,11.27
33618,187157.98,543608.62,11.4
33619,187157.98,543518.62,11.5
33620,187157.98,543428.62,11.56
33621,187157.98,543338.62,11.49
33622,187157.98,543248.62,11.45
33623,187157.98,543158.62,11.41
33624,187157.98,543068.62,11.62
33625,187157.98,542978.62,11.44
33626,187157.98,542888.62,10.94
33627,187157.98,542798.62,10.58
33628,187157.98,542708.62,10.17
33629,187157.98,542618.62,11.08
33630,187157.98,542528.62,11.19
33631,187157.98,542438.62,11.36
33632,187157.98,542348.62,11.6
33633,187157.98,542258.62,11.76
33634,187157.98,542168.62,11.87
33635,187157.98,542078.62,15.67
33636,187157.98,541988.62,22.11
33637,187157.98,541898.62,22.93
33638,187247.98,546038.62,15.1
33639,187247.98,545948.62,17.61
33640,187247.98,545858.62,28.15
33641,187247.98,545768.62,41.75
33642,187247.98,545678.62,42.58
33643,187247.98,545588.62,46.11
33644,187247.98,545498.62,46.84
33645,187247.98,545408.62,35.44
33646,187247.98,545318.62,22.76
33647,187247.98,545228.62,15.51
33648,187247.98,545138.62,14.76
33649,187247.98,545048.62,16.66
33650,187247.98,544958.62,26.05
33651,187247.98,544868.62,35.33
33652,187247.98,544778.62,33.86
33653,187247.98,544688.62,25.43
33654,187247.98,544598.62,18.84
33655,187247.98,544508.62,18.15
33656,187247.98,544418.62,16.46
33657,187247.98,544328.62,16.32
33658,187247.98,544238.62,14.21
33659,187247.98,544148.62,11.94
33660,187247.98,544058.62,11.45
33661,187247.98,543968.62,11.35
33662,187247.98,543878.62,11.13
33663,187247.98,543788.62,10.85
33664,187247.98,543698.62,11.34
33665,187247.98,543608.62,11.24
33666,187247.98,543518.62,11.05
33667,187247.98,543428.62,11.13
33668,187247.98,543338.62,10.97
33669,187247.98,543248.62,10.91
33670,187247.98,543158.62,10.83
33671,187247.98,543068.62,11.16
33672,187247.98,542978.62,10.57
33673,187247.98,542888.62,10.3
33674,187247.98,542798.62,11.97
33675,187247.98,542708.62,11.46
33676,187247.98,542618.62,11.58
33677,187247.98,542528.62,11.53
33678,187247.98,542438.62,11.67
33679,187247.98,542348.62,12.16
33680,187247.98,542258.62,12.66
33681,187247.98,542168.62,12.66
33682,187247.98,542078.62,12.69
33683,187247.98,541988.62,13.72
33684,187337.98,546038.62,14.09
33685,187337.98,545948.62,14.94
33686,187337.98,545858.62,17.53
33687,187337.98,545768.62,20.98
33688,187337.98,545678.62,24.27
33689,187337.98,545588.62,29.99
33690,187337.98,545498.62,29.38
33691,187337.98,545408.62,22.83
33692,187337.98,545318.62,16.89
33693,187337.98,545228.62,14.96
33694,187337.98,545138.62,14.04
33695,187337.98,545048.62,18.3
33696,187337.98,544958.62,25.16
33697,187337.98,544868.62,25.12
33698,187337.98,544778.62,22.83
33699,187337.98,544688.62,15.59
33700,187337.98,544598.62,12.6
33701,187337.98,544508.62,12.21
33702,187337.98,544418.62,11.73
33703,187337.98,544328.62,13.32
33704,187337.98,544238.62,15.7
33705,187337.98,544148.62,14.24
33706,187337.98,544058.62,12.09
33707,187337.98,543968.62,11.2
33708,187337.98,543878.62,11.23
33709,187337.98,543788.62,10.9
33710,187337.98,543698.62,11.85
33711,187337.98,543608.62,11.62
33712,187337.98,543518.62,11.21
33713,187337.98,543428.62,11.24
33714,187337.98,543338.62,11.24
33715,187337.98,543248.62,11.32
33716,187337.98,543158.62,11.31
33717,187337.98,543068.62,11.16
33718,187337.98,542978.62,9.87
33719,187337.98,542888.62,9.75
33720,187337.98,542798.62,11.73
33721,187337.98,542708.62,11.69
33722,187337.98,542618.62,11.84
33723,187337.98,542528.62,11.9
