UFID,DIVI,QUAL,SCLS,FMTA,OBJECTID_1,OBJECTID,BASE_YEAR,ADM_CD,ADM_NM,Shape_Area,GU_CODE,GU_NAME,POP
100037612028C0061ae21ddf4dd034798,SUD003,SUQ000,C0062243,S2114716,"333",333.00000000000,"2016","1121073",대학동,8398948.57289000042,"11620",관악구,"24741"
100037612028C00618b7175398d824eeb,SUD003,SUQ000,C0062243,S2114716,"333",333.00000000000,"2016","1121073",대학동,8398948.57289000042,"11620",관악구,"24741"
100037612028C0061a0f9daac22b1444c,SUD003,SUQ000,C0062243,S2114716,"333",333.00000000000,"2016","1121073",대학동,8398948.57289000042,"11620",관악구,"24741"
100037612028C0061572ca1aecf5a4954,SUD003,SUQ000,C0062243,S2114716,"333",333.00000000000,"2016","1121073",대학동,8398948.57289000042,"11620",관악구,"24741"
100037612028C00615689b2246fb84db9,SUD003,SUQ000,C0062243,S2114716,"333",333.00000000000,"2016","1121073",대학동,8398948.57289000042,"11620",관악구,"24741"
100037612028C00611a81f9e4b52d4b25,SUD003,SUQ000,C0062243,S2114716,"333",333.00000000000,"2016","1121073",대학동,8398948.57289000042,"11620",관악구,"24741"
100037612028C0061dde28073f1c3469f,SUD003,SUQ000,C0062243,S2114716,"333",333.00000000000,"2016","1121073",대학동,8398948.57289000042,"11620",관악구,"24741"
100037612028C006183c628358a6b48ed,SUD003,SUQ000,C0062243,S2114716,"333",333.00000000000,"2016","1121073",대학동,8398948.57289000042,"11620",관악구,"24741"
100037612028C006129a7ab6aca5f4ee5,SUD003,SUQ000,C0062243,S2114716,"333",333.00000000000,"2016","1121073",대학동,8398948.57289000042,"11620",관악구,"24741"
100037612028C00612b6db976b581496c,SUD003,SUQ000,C0062243,S2114716,"333",333.00000000000,"2016","1121073",대학동,8398948.57289000042,"11620",관악구,"24741"
100037612028C0061be8d5554aa3b4714,SUD003,SUQ000,C0062243,S2114716,"333",333.00000000000,"2016","1121073",대학동,8398948.57289000042,"11620",관악구,"24741"
100037612028C00610518344300534bea,SUD003,SUQ000,C0062243,S2114716,"333",333.00000000000,"2016","1121073",대학동,8398948.57289000042,"11620",관악구,"24741"
100037612028C0061870d0859c8534c99,SUD003,SUQ000,C0062243,S2114716,"333",333.00000000000,"2016","1121073",대학동,8398948.57289000042,"11620",관악구,"24741"
100037612028C0061edaf824961b34551,SUD003,SUQ000,C0062243,S2114716,"333",333.00000000000,"2016","1121073",대학동,8398948.57289000042,"11620",관악구,"24741"
100037612028C0061923d2f96cb764f63,SUD003,SUQ000,C0062243,S2114716,"333",333.00000000000,"2016","1121073",대학동,8398948.57289000042,"11620",관악구,"24741"
100037612028C006196e5978e38ae4ddf,SUD003,SUQ000,C0062243,S2114716,"333",333.00000000000,"2016","1121073",대학동,8398948.57289000042,"11620",관악구,"24741"
100037612028C0061d1b45d6764e54367,SUD003,SUQ000,C0062243,S2114716,"333",333.00000000000,"2016","1121073",대학동,8398948.57289000042,"11620",관악구,"24741"
100037612027C00610589d3a358764f20,SUD003,SUQ000,C0062243,S2114716,"283",283.00000000000,"2016","1118059",시흥3동,1260660.49756999989,"11545",금천구,"11648"
100037612027C0061c9b0e210968c4142,SUD003,SUQ000,C0062243,S2114716,"283",283.00000000000,"2016","1118059",시흥3동,1260660.49756999989,"11545",금천구,"11648"
100037612004C0061c93ef111fb134eea,SUD003,SUQ000,C0062243,S2113244,"271",271.00000000000,"2016","1117068",오류2동,4504714.23794000037,"11530",구로구,"49302"
100037612005C006136132f60220f48df,SUD003,SUQ000,C0062243,S2113244,"269",269.00000000000,"2016","1117065",개봉3동,827818.60974400002,"11530",구로구,"22184"
100037612005C00618a76999b3eb541c2,SUD003,SUQ000,C0062243,S2113244,"269",269.00000000000,"2016","1117065",개봉3동,827818.60974400002,"11530",구로구,"22184"
100037612005C0061fdb40a0386fd46ac,SUD003,SUQ000,C0062243,S2113244,"269",269.00000000000,"2016","1117065",개봉3동,827818.60974400002,"11530",구로구,"22184"
100037612005C006130f79cccb70e4c36,SUD003,SUQ000,C0062243,S2113244,"269",269.00000000000,"2016","1117065",개봉3동,827818.60974400002,"11530",구로구,"22184"
100037612005C0061eec9053f87fe4cf6,SUD003,SUQ000,C0062243,S2113244,"268",268.00000000000,"2016","1117064",개봉2동,781957.44478699996,"11530",구로구,"33561"
100037612005C0061bcc1c0f8ff9948da,SUD003,SUQ000,C0062243,S2113244,"268",268.00000000000,"2016","1117064",개봉2동,781957.44478699996,"11530",구로구,"33561"
100037612005C0061892890c1f1854a47,SUD003,SUQ000,C0062243,S2113244,"269",269.00000000000,"2016","1117065",개봉3동,827818.60974400002,"11530",구로구,"22184"
100037612004C0061ab41694df1524f7f,SUD003,SUQ000,C0062243,S2113244,"271",271.00000000000,"2016","1117068",오류2동,4504714.23794000037,"11530",구로구,"49302"
100037612020C00614c4d22395c724ad2,SUD003,SUQ000,C0062243,S2113244,"352",352.00000000000,"2016","1122063",방배2동,1902603.53104000003,"11650",서초구,"21342"
100037612020C006163973c341dac4d49,SUD003,SUQ000,C0062243,S2113244,"352",352.00000000000,"2016","1122063",방배2동,1902603.53104000003,"11650",서초구,"21342"
100037612020C0061175766264b9d45bd,SUD003,SUQ000,C0062243,S2113244,"352",352.00000000000,"2016","1122063",방배2동,1902603.53104000003,"11650",서초구,"21342"
100037612020C00611dee5aa574cb4b00,SUD003,SUQ000,C0062243,S2113244,"352",352.00000000000,"2016","1122063",방배2동,1902603.53104000003,"11650",서초구,"21342"
100037612020C0061c35b34ca761a4f71,SUD003,SUQ000,C0062243,S2113244,"352",352.00000000000,"2016","1122063",방배2동,1902603.53104000003,"11650",서초구,"21342"
100037612020C00610a58d1d38ab84835,SUD003,SUQ000,C0062243,S2113244,"352",352.00000000000,"2016","1122063",방배2동,1902603.53104000003,"11650",서초구,"21342"
100037612020C006158eef69dc72e4ae1,SUD003,SUQ000,C0062243,S2113244,"352",352.00000000000,"2016","1122063",방배2동,1902603.53104000003,"11650",서초구,"21342"
100037612020C00618a4f399f3ad048cf,SUD003,SUQ000,C0062243,S2113244,"352",352.00000000000,"2016","1122063",방배2동,1902603.53104000003,"11650",서초구,"21342"
100037612020C006163234e4df96548d9,SUD003,SUQ000,C0062243,S2113244,"352",352.00000000000,"2016","1122063",방배2동,1902603.53104000003,"11650",서초구,"21342"
100037612020C0061079ba58d80fd49a6,SUD003,SUQ000,C0062243,S2113244,"352",352.00000000000,"2016","1122063",방배2동,1902603.53104000003,"11650",서초구,"21342"
100037612020C0061d9982e9c8cf54dd4,SUD003,SUQ000,C0062243,S2113244,"352",352.00000000000,"2016","1122063",방배2동,1902603.53104000003,"11650",서초구,"21342"
100037612020C0061e2d25261621e4992,SUD003,SUQ000,C0062243,S2113244,"353",353.00000000000,"2016","1122064",방배3동,2373349.17644000007,"11650",서초구,"22578"
100037612020C0061a85fbc8c036446bd,SUD003,SUQ000,C0062243,S2113244,"352",352.00000000000,"2016","1122063",방배2동,1902603.53104000003,"11650",서초구,"21342"
100037612020C006147fac5286d7b4079,SUD003,SUQ000,C0062243,S2113244,"353",353.00000000000,"2016","1122064",방배3동,2373349.17644000007,"11650",서초구,"22578"
100037612020C0061dd6ce65767614e0e,SUD003,SUQ000,C0062243,S2113244,"353",353.00000000000,"2016","1122064",방배3동,2373349.17644000007,"11650",서초구,"22578"
100037612020C0061394f8c10fd6949e8,SUD003,SUQ000,C0062243,S2113244,"352",352.00000000000,"2016","1122063",방배2동,1902603.53104000003,"11650",서초구,"21342"
100037612020C00612aad3fc728fa49eb,SUD003,SUQ000,C0062243,S2113244,"352",352.00000000000,"2016","1122063",방배2동,1902603.53104000003,"11650",서초구,"21342"
100037612020C00610c4a6cb1497e4471,SUD003,SUQ000,C0062243,S2113244,"352",352.00000000000,"2016","1122063",방배2동,1902603.53104000003,"11650",서초구,"21342"
100037612020C00619674220168a54775,SUD003,SUQ000,C0062243,S2113244,"353",353.00000000000,"2016","1122064",방배3동,2373349.17644000007,"11650",서초구,"22578"
100037612010C00613abac7945d714de0,SUD003,SUQ000,C0062243,S2113244,"351",351.00000000000,"2016","1122062",방배1동,688726.84135899995,"11650",서초구,"17592"
100037612010C0061c56b92450f6f4e80,SUD003,SUQ000,C0062243,S2113244,"354",354.00000000000,"2016","1122065",방배4동,948814.73576399998,"11650",서초구,"24294"
100037612010C0061fa87f6c55dac43fe,SUD003,SUQ000,C0062243,S2113244,"354",354.00000000000,"2016","1122065",방배4동,948814.73576399998,"11650",서초구,"24294"
100037709006C00618e34b6cb30924e33,SUD003,SUQ000,C0062243,S2114216,"406",406.00000000000,"2016","1124082",위례동,2487597.40365000023,"11710",송파구,"28408"
100037709006C0061cebf789b88d949c0,SUD003,SUQ000,C0062243,S2114216,"406",406.00000000000,"2016","1124082",위례동,2487597.40365000023,"11710",송파구,"28408"
100037709006C0061b7e845e39f4a4c9b,SUD003,SUQ000,C0062243,S2114216,"382",382.00000000000,"2016","1124053",거여1동,569700.89056700002,"11710",송파구,"13277"
100037709006C0061fcceca360d3e4815,SUD003,SUQ000,C0062243,S2114216,"382",382.00000000000,"2016","1124053",거여1동,569700.89056700002,"11710",송파구,"13277"
100037709011C006175fbda975a094cc7,SUD003,SUQ000,C0062243,S2117445,"355",355.00000000000,"2016","1122066",양재1동,5760999.51078999974,"11650",서초구,"46231"
100037709023C0061cf03b9dd5ff244e9,SUD003,SUQ000,C0062243,S2115972,"356",356.00000000000,"2016","1122067",양재2동,7556517.27448000014,"11650",서초구,"23382"
100037709013C00612b6f7fefdb2b4951,SUD003,SUQ000,C0062243,S2115972,"357",357.00000000000,"2016","1122068",내곡동,12699155.05639999919,"11650",서초구,"18549"
100037709023C0061063c6762b2504b77,SUD003,SUQ000,C0062243,S2115972,"356",356.00000000000,"2016","1122067",양재2동,7556517.27448000014,"11650",서초구,"23382"
100037709023C0061750c9df8fc8c4b87,SUD003,SUQ000,C0062243,S2115972,"356",356.00000000000,"2016","1122067",양재2동,7556517.27448000014,"11650",서초구,"23382"
100037709023C006159391ca305204b6a,SUD003,SUQ000,C0062243,S2115972,"356",356.00000000000,"2016","1122067",양재2동,7556517.27448000014,"11650",서초구,"23382"
100037709023C006152775c79634b4dc9,SUD003,SUQ000,C0062243,S2115972,"357",357.00000000000,"2016","1122068",내곡동,12699155.05639999919,"11650",서초구,"18549"
100037709023C0061f313fe8554a94b44,SUD003,SUQ000,C0062243,S2115972,"356",356.00000000000,"2016","1122067",양재2동,7556517.27448000014,"11650",서초구,"23382"
100037709023C006137e0691e33c9418a,SUD003,SUQ000,C0062243,S2115972,"357",357.00000000000,"2016","1122068",내곡동,12699155.05639999919,"11650",서초구,"18549"
100037709023C0061efda22bbe17446d4,SUD003,SUQ000,C0062243,S2115972,"356",356.00000000000,"2016","1122067",양재2동,7556517.27448000014,"11650",서초구,"23382"
100037709023C0061486f766a5f7b46f3,SUD003,SUQ000,C0062243,S2115972,"356",356.00000000000,"2016","1122067",양재2동,7556517.27448000014,"11650",서초구,"23382"
100037709023C00612d21591667e34c37,SUD003,SUQ000,C0062243,S2119201,"356",356.00000000000,"2016","1122067",양재2동,7556517.27448000014,"11650",서초구,"23382"
100037709023C00619b6c7368b0e847df,SUD003,SUQ000,C0062243,S2119201,"357",357.00000000000,"2016","1122068",내곡동,12699155.05639999919,"11650",서초구,"18549"
100037709015C0061cd95cbeca2514b86,SUD003,SUQ000,C0062243,S2119201,"375",375.00000000000,"2016","1123076",세곡동,6362857.31926999893,"11680",강남구,"45180"
100037709013C00614075dab8b2014e61,SUD003,SUQ000,C0062243,S2119201,"357",357.00000000000,"2016","1122068",내곡동,12699155.05639999919,"11650",서초구,"18549"
100037709013C00610cb6d64a29834cd1,SUD003,SUQ000,C0062243,S2119201,"357",357.00000000000,"2016","1122068",내곡동,12699155.05639999919,"11650",서초구,"18549"
100037709013C00615e122da338ec4560,SUD003,SUQ000,C0062243,S2119201,"357",357.00000000000,"2016","1122068",내곡동,12699155.05639999919,"11650",서초구,"18549"
100037709013C006173553b6e6e7d4e5f,SUD003,SUQ000,C0062243,S2119201,"357",357.00000000000,"2016","1122068",내곡동,12699155.05639999919,"11650",서초구,"18549"
100037709013C006150e352843460411c,SUD003,SUQ000,C0062243,S2119201,"357",357.00000000000,"2016","1122068",내곡동,12699155.05639999919,"11650",서초구,"18549"
100037709013C0061a41402f6e99244d6,SUD003,SUQ000,C0062243,S2119201,"357",357.00000000000,"2016","1122068",내곡동,12699155.05639999919,"11650",서초구,"18549"
100037709013C0061e95bd57bc67e4710,SUD003,SUQ000,C0062243,S2119201,"357",357.00000000000,"2016","1122068",내곡동,12699155.05639999919,"11650",서초구,"18549"
100037709013C00613e3300c2a30c498c,SUD003,SUQ000,C0062243,S2119201,"357",357.00000000000,"2016","1122068",내곡동,12699155.05639999919,"11650",서초구,"18549"
100037709013C00612d25e4bbb78548b7,SUD003,SUQ000,C0062243,S2119201,"357",357.00000000000,"2016","1122068",내곡동,12699155.05639999919,"11650",서초구,"18549"
100037709013C0061a347b845d3a1453e,SUD003,SUQ000,C0062243,S2119201,"357",357.00000000000,"2016","1122068",내곡동,12699155.05639999919,"11650",서초구,"18549"
100037709012C0061dbd45bdc354c461c,SUD003,SUQ000,C0062243,S2119201,"355",355.00000000000,"2016","1122066",양재1동,5760999.51078999974,"11650",서초구,"46231"
100037709012C0061dbd45bdc354c461c,SUD003,SUQ000,C0062243,S2119201,"356",356.00000000000,"2016","1122067",양재2동,7556517.27448000014,"11650",서초구,"23382"
100037709012C006112982cab046d4ecc,SUD003,SUQ000,C0062243,S2119201,"355",355.00000000000,"2016","1122066",양재1동,5760999.51078999974,"11650",서초구,"46231"
100037709012C006112982cab046d4ecc,SUD003,SUQ000,C0062243,S2119201,"356",356.00000000000,"2016","1122067",양재2동,7556517.27448000014,"11650",서초구,"23382"
100037709012C0061a1ebbb73c7d344ed,SUD003,SUQ000,C0062243,S2119201,"356",356.00000000000,"2016","1122067",양재2동,7556517.27448000014,"11650",서초구,"23382"
100037709012C00614e856bced9084e5a,SUD003,SUQ000,C0062243,S2119201,"356",356.00000000000,"2016","1122067",양재2동,7556517.27448000014,"11650",서초구,"23382"
100037709012C0061838c34acaa494314,SUD003,SUQ000,C0062243,S2119201,"355",355.00000000000,"2016","1122066",양재1동,5760999.51078999974,"11650",서초구,"46231"
100037709012C0061838c34acaa494314,SUD003,SUQ000,C0062243,S2119201,"356",356.00000000000,"2016","1122067",양재2동,7556517.27448000014,"11650",서초구,"23382"
100037709012C0061979492bce4ed40c7,SUD003,SUQ000,C0062243,S2119201,"356",356.00000000000,"2016","1122067",양재2동,7556517.27448000014,"11650",서초구,"23382"
100037709011C006122d8d00a0fed437a,SUD003,SUQ000,C0062243,S2119201,"355",355.00000000000,"2016","1122066",양재1동,5760999.51078999974,"11650",서초구,"46231"
100037709011C00610966932b3a834020,SUD003,SUQ000,C0062243,S2119201,"355",355.00000000000,"2016","1122066",양재1동,5760999.51078999974,"11650",서초구,"46231"
100037709011C0061f4883c27a2754562,SUD003,SUQ000,C0062243,S2119201,"355",355.00000000000,"2016","1122066",양재1동,5760999.51078999974,"11650",서초구,"46231"
100037709011C0061737788425bdb4136,SUD003,SUQ000,C0062243,S2119201,"355",355.00000000000,"2016","1122066",양재1동,5760999.51078999974,"11650",서초구,"46231"
100037709011C00615476ce51e6ce4f5b,SUD003,SUQ000,C0062243,S2119201,"355",355.00000000000,"2016","1122066",양재1동,5760999.51078999974,"11650",서초구,"46231"
100037709011C00612de7ffa7f3ca41b3,SUD003,SUQ000,C0062243,S2119201,"355",355.00000000000,"2016","1122066",양재1동,5760999.51078999974,"11650",서초구,"46231"
100037709011C0061484eab30912947dd,SUD003,SUQ000,C0062243,S2119201,"355",355.00000000000,"2016","1122066",양재1동,5760999.51078999974,"11650",서초구,"46231"
100037709011C0061b23980cae46e4418,SUD003,SUQ000,C0062243,S2119201,"355",355.00000000000,"2016","1122066",양재1동,5760999.51078999974,"11650",서초구,"46231"
100037709011C0061d2565002af844d61,SUD003,SUQ000,C0062243,S2119201,"355",355.00000000000,"2016","1122066",양재1동,5760999.51078999974,"11650",서초구,"46231"
100037709011C00610dd77e8407e34432,SUD003,SUQ000,C0062243,S2119201,"355",355.00000000000,"2016","1122066",양재1동,5760999.51078999974,"11650",서초구,"46231"
100037709011C00619a9212dcb0554f34,SUD003,SUQ000,C0062243,S2119201,"355",355.00000000000,"2016","1122066",양재1동,5760999.51078999974,"11650",서초구,"46231"
100037709011C00616c9d81a6a9b84515,SUD003,SUQ000,C0062243,S2119201,"355",355.00000000000,"2016","1122066",양재1동,5760999.51078999974,"11650",서초구,"46231"
100037709011C00614a55fe28867e4b25,SUD003,SUQ000,C0062243,S2119201,"355",355.00000000000,"2016","1122066",양재1동,5760999.51078999974,"11650",서초구,"46231"
100037709011C00612ded39508e2b4d48,SUD003,SUQ000,C0062243,S2119201,"355",355.00000000000,"2016","1122066",양재1동,5760999.51078999974,"11650",서초구,"46231"
100037709011C00618f1be9d4215144b3,SUD003,SUQ000,C0062243,S2119201,"355",355.00000000000,"2016","1122066",양재1동,5760999.51078999974,"11650",서초구,"46231"
100037709011C0061005f6c3e1c854b5e,SUD003,SUQ000,C0062243,S2119201,"355",355.00000000000,"2016","1122066",양재1동,5760999.51078999974,"11650",서초구,"46231"
100037709011C0061dff668ca33134137,SUD003,SUQ000,C0062243,S2119201,"355",355.00000000000,"2016","1122066",양재1동,5760999.51078999974,"11650",서초구,"46231"
100037709011C00611fc4598730b946a6,SUD003,SUQ000,C0062243,S2119201,"355",355.00000000000,"2016","1122066",양재1동,5760999.51078999974,"11650",서초구,"46231"
100037709011C0061263503b1a9c848a9,SUD003,SUQ000,C0062243,S2119201,"355",355.00000000000,"2016","1122066",양재1동,5760999.51078999974,"11650",서초구,"46231"
100037709011C0061b17da8709b0b4d43,SUD003,SUQ000,C0062243,S2119201,"355",355.00000000000,"2016","1122066",양재1동,5760999.51078999974,"11650",서초구,"46231"
100037709004C0061e755313086cd4b47,SUD003,SUQ000,C0062243,S2119201,"371",371.00000000000,"2016","1123072",일원본동,2355605.06462999992,"11680",강남구,"24486"
100037709004C0061f9f9b15c67f24698,SUD003,SUQ000,C0062243,S2119201,"375",375.00000000000,"2016","1123076",세곡동,6362857.31926999893,"11680",강남구,"45180"
100037709004C00610ddfe5b9b5da40f8,SUD003,SUQ000,C0062243,S2119201,"375",375.00000000000,"2016","1123076",세곡동,6362857.31926999893,"11680",강남구,"45180"
100037709004C0061499e91b321a1440a,SUD003,SUQ000,C0062243,S2119201,"375",375.00000000000,"2016","1123076",세곡동,6362857.31926999893,"11680",강남구,"45180"
100037709003C006172b8dab4c80749b1,SUD003,SUQ000,C0062243,S2119201,"379",379.00000000000,"2016","1123080",개포2동,2241622.26411999995,"11680",강남구,"18188"
100037709003C00619a6f74b90a81405a,SUD003,SUQ000,C0062243,S2113431,"379",379.00000000000,"2016","1123080",개포2동,2241622.26411999995,"11680",강남구,"18188"
100037709003C00611aa8549c5ec3411f,SUD003,SUQ000,C0062243,S2113431,"379",379.00000000000,"2016","1123080",개포2동,2241622.26411999995,"11680",강남구,"18188"
100037709003C00616578c1fb5bf84960,SUD003,SUQ000,C0062243,S2113431,"373",373.00000000000,"2016","1123074",일원2동,1299292.71316999989,"11680",강남구,"18088"
100037709003C0061964e929621c9456d,SUD003,SUQ000,C0062243,S2113431,"373",373.00000000000,"2016","1123074",일원2동,1299292.71316999989,"11680",강남구,"18088"
100037709003C0061b4a31264ac6641e7,SUD003,SUQ000,C0062243,S2113431,"368",368.00000000000,"2016","1123067",도곡2동,990008.76581300003,"11680",강남구,"34370"
100037709003C0061b4a31264ac6641e7,SUD003,SUQ000,C0062243,S2113431,"369",369.00000000000,"2016","1123068",개포1동,1448844.66333999997,"11680",강남구,"7076"
100037709003C006100bd16f82c854ca1,SUD003,SUQ000,C0062243,S2113431,"368",368.00000000000,"2016","1123067",도곡2동,990008.76581300003,"11680",강남구,"34370"
100037709003C006100bd16f82c854ca1,SUD003,SUQ000,C0062243,S2113431,"369",369.00000000000,"2016","1123068",개포1동,1448844.66333999997,"11680",강남구,"7076"
100037709002C006181f3af420212480b,SUD003,SUQ000,C0062243,S2113431,"355",355.00000000000,"2016","1122066",양재1동,5760999.51078999974,"11650",서초구,"46231"
100037709002C006181f3af420212480b,SUD003,SUQ000,C0062243,S2113431,"356",356.00000000000,"2016","1122067",양재2동,7556517.27448000014,"11650",서초구,"23382"
100037709002C0061895018be1f464b2a,SUD003,SUQ000,C0062243,S2113431,"355",355.00000000000,"2016","1122066",양재1동,5760999.51078999974,"11650",서초구,"46231"
100037709002C0061895018be1f464b2a,SUD003,SUQ000,C0062243,S2113431,"356",356.00000000000,"2016","1122067",양재2동,7556517.27448000014,"11650",서초구,"23382"
100037709002C00614a69dcb43d124877,SUD003,SUQ000,C0062243,S2113431,"355",355.00000000000,"2016","1122066",양재1동,5760999.51078999974,"11650",서초구,"46231"
100037709002C00614a69dcb43d124877,SUD003,SUQ000,C0062243,S2113431,"356",356.00000000000,"2016","1122067",양재2동,7556517.27448000014,"11650",서초구,"23382"
100037709002C006193da62c77c1b41a3,SUD003,SUQ000,C0062243,S2113431,"368",368.00000000000,"2016","1123067",도곡2동,990008.76581300003,"11680",강남구,"34370"
100037709002C006193da62c77c1b41a3,SUD003,SUQ000,C0062243,S2113431,"370",370.00000000000,"2016","1123071",개포4동,1664191.47069999995,"11680",강남구,"18550"
100037709002C0061e6f7aadc90594171,SUD003,SUQ000,C0062243,S2113431,"355",355.00000000000,"2016","1122066",양재1동,5760999.51078999974,"11650",서초구,"46231"
100037709002C0061e6f7aadc90594171,SUD003,SUQ000,C0062243,S2113431,"356",356.00000000000,"2016","1122067",양재2동,7556517.27448000014,"11650",서초구,"23382"
100037709002C0061acf76bc005894af5,SUD003,SUQ000,C0062243,S2113431,"355",355.00000000000,"2016","1122066",양재1동,5760999.51078999974,"11650",서초구,"46231"
100037709002C00617085e7e8a99f45e9,SUD003,SUQ000,C0062243,S2113431,"355",355.00000000000,"2016","1122066",양재1동,5760999.51078999974,"11650",서초구,"46231"
100037709001C0061eca4352f45f040ce,SUD003,SUQ000,C0062243,S2113431,"342",342.00000000000,"2016","1122053",서초3동,2996312.18227999983,"11650",서초구,"30903"
100037709001C00614ee174ddd5c24a8c,SUD003,SUQ000,C0062243,S2113431,"342",342.00000000000,"2016","1122053",서초3동,2996312.18227999983,"11650",서초구,"30903"
100037709001C006193ec229b4db04834,SUD003,SUQ000,C0062243,S2113431,"342",342.00000000000,"2016","1122053",서초3동,2996312.18227999983,"11650",서초구,"30903"
100037709001C00617a2d3f8e47eb44f2,SUD003,SUQ000,C0062243,S2113431,"342",342.00000000000,"2016","1122053",서초3동,2996312.18227999983,"11650",서초구,"30903"
100037709001C00618d32d4086cb14ddc,SUD003,SUQ000,C0062243,S2113431,"355",355.00000000000,"2016","1122066",양재1동,5760999.51078999974,"11650",서초구,"46231"
100037709001C0061037ebb2eb88a413f,SUD003,SUQ000,C0062243,S2113431,"342",342.00000000000,"2016","1122053",서초3동,2996312.18227999983,"11650",서초구,"30903"
100037709001C0061fc7bb294755c42b7,SUD003,SUQ000,C0062243,S2113431,"342",342.00000000000,"2016","1122053",서초3동,2996312.18227999983,"11650",서초구,"30903"
100037709001C006131f6b70b99ce4805,SUD003,SUQ000,C0062243,S2113431,"342",342.00000000000,"2016","1122053",서초3동,2996312.18227999983,"11650",서초구,"30903"
100037709001C0061afc205de775e4da8,SUD003,SUQ000,C0062243,S2113431,"342",342.00000000000,"2016","1122053",서초3동,2996312.18227999983,"11650",서초구,"30903"
100037709001C0061a3e7416bbd2d4e0b,SUD003,SUQ000,C0062243,S2113431,"342",342.00000000000,"2016","1122053",서초3동,2996312.18227999983,"11650",서초구,"30903"
100037709001C00616441f5c01de04a97,SUD003,SUQ000,C0062243,S2113431,"342",342.00000000000,"2016","1122053",서초3동,2996312.18227999983,"11650",서초구,"30903"
100037709001C0061228505df356d4e70,SUD003,SUQ000,C0062243,S2113431,"342",342.00000000000,"2016","1122053",서초3동,2996312.18227999983,"11650",서초구,"30903"
100037709001C00615c4c2de6bb374e68,SUD003,SUQ000,C0062243,S2113431,"342",342.00000000000,"2016","1122053",서초3동,2996312.18227999983,"11650",서초구,"30903"
100037709001C00610f50f1e6579d4b0b,SUD003,SUQ000,C0062243,S2113431,"342",342.00000000000,"2016","1122053",서초3동,2996312.18227999983,"11650",서초구,"30903"
100037709001C0061329c74f6332b4bd6,SUD003,SUQ000,C0062243,S2113431,"342",342.00000000000,"2016","1122053",서초3동,2996312.18227999983,"11650",서초구,"30903"
100037709001C006191db4175457c47d0,SUD003,SUQ000,C0062243,S2113431,"342",342.00000000000,"2016","1122053",서초3동,2996312.18227999983,"11650",서초구,"30903"
100037709001C0061ca684a76d7bf4315,SUD003,SUQ000,C0062243,S2113431,"342",342.00000000000,"2016","1122053",서초3동,2996312.18227999983,"11650",서초구,"30903"
100037709001C0061217c10f1151349eb,SUD003,SUQ000,C0062243,S2113431,"342",342.00000000000,"2016","1122053",서초3동,2996312.18227999983,"11650",서초구,"30903"
100037709001C00612643004e20884bdd,SUD003,SUQ000,C0062243,S2113431,"342",342.00000000000,"2016","1122053",서초3동,2996312.18227999983,"11650",서초구,"30903"
100037709001C00613a99edc59e874c2a,SUD003,SUQ000,C0062243,S2113431,"342",342.00000000000,"2016","1122053",서초3동,2996312.18227999983,"11650",서초구,"30903"
100037709001C00611bfaba337902455e,SUD003,SUQ000,C0062243,S2113431,"342",342.00000000000,"2016","1122053",서초3동,2996312.18227999983,"11650",서초구,"30903"
100037709001C0061e827717e723b4de1,SUD003,SUQ000,C0062243,S2113431,"342",342.00000000000,"2016","1122053",서초3동,2996312.18227999983,"11650",서초구,"30903"
100037709001C0061c9fe1543d9704b49,SUD003,SUQ000,C0062243,S2113431,"342",342.00000000000,"2016","1122053",서초3동,2996312.18227999983,"11650",서초구,"30903"
100037709001C0061df49bc8ead944835,SUD003,SUQ000,C0062243,S2113431,"353",353.00000000000,"2016","1122064",방배3동,2373349.17644000007,"11650",서초구,"22578"
100037709001C006106f4fd8c8e484af4,SUD003,SUQ000,C0062243,S2113431,"353",353.00000000000,"2016","1122064",방배3동,2373349.17644000007,"11650",서초구,"22578"
100037709012C0061d2db7418a3c74f02,SUD003,SUQ000,C0062243,S2113431,"356",356.00000000000,"2016","1122067",양재2동,7556517.27448000014,"11650",서초구,"23382"
100037709001C006169d0d9892feb4835,SUD003,SUQ000,C0062243,S2113431,"353",353.00000000000,"2016","1122064",방배3동,2373349.17644000007,"11650",서초구,"22578"
100037709001C006107d89b79474b4796,SUD003,SUQ000,C0062243,S2113431,"353",353.00000000000,"2016","1122064",방배3동,2373349.17644000007,"11650",서초구,"22578"
100037709001C0061394402f7578c4902,SUD003,SUQ000,C0062243,S2113431,"353",353.00000000000,"2016","1122064",방배3동,2373349.17644000007,"11650",서초구,"22578"
100037709001C00611d2d0f73e3ca43d9,SUD003,SUQ000,C0062243,S2113431,"353",353.00000000000,"2016","1122064",방배3동,2373349.17644000007,"11650",서초구,"22578"
100037709011C006147b15047f3464dfb,SUD003,SUQ000,C0062243,S2113431,"353",353.00000000000,"2016","1122064",방배3동,2373349.17644000007,"11650",서초구,"22578"
100037709011C006102309f5852dd471e,SUD003,SUQ000,C0062243,S2113431,"353",353.00000000000,"2016","1122064",방배3동,2373349.17644000007,"11650",서초구,"22578"
100037709011C0061c7b6381675204a91,SUD003,SUQ000,C0062243,S2113431,"353",353.00000000000,"2016","1122064",방배3동,2373349.17644000007,"11650",서초구,"22578"
100037709011C00618b53ed98b6e1449e,SUD003,SUQ000,C0062243,S2113431,"353",353.00000000000,"2016","1122064",방배3동,2373349.17644000007,"11650",서초구,"22578"
